,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
2095,Academic,2020,Medium,2013,"['dog', 'alive', 'worried', 'cancer', 'guy', 'somehow', 'worrying', 'tumor', 'brain', 'dear']",7,"['stress', 'fear', 'insomnia', 'dass', 'sensitivity', 'environmental', 'human', 'older_adult', 'pathological', 'cause']",0.625097930431366,13
536,Academic,2014,Medium,2013,"['age', 'difficult', 'client', 'elder', 'attempt', 'guilt', 'anger', 'scream', 'plan', 'value']",8,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']",0.690688490867615,8
1057,Academic,2016,Medium,2013,"['worker', 'pilbara', 'rio', 'union', 'paris', 'travel', 'tony', 'airport', 'mining', 'natural']",9,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.643345236778259,12
278,Academic,2013,Medium,2013,"['extrovert', 'god', 'introvert', 'fun', 'food', 'social', 'kid', 'perspective', 'eat', 'care']",10,"['child', 'parent', 'clinic', 'behavior', 'word', 'eat', 'report', 'behavioral', 'change', 'emotional']",0.684858858585358,4
1059,Academic,2016,Medium,2013,"['plane', 'basal_ganglia', 'flight', 'air', 'crash', 'fly', 'adhd', 'dopamine', 'include', 'case']",11,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.54335629940033,13
1320,Academic,2017,Medium,2014,"['disorder', 'woman', 'audience', 'man', 'task', 'bill_friend', 'petition', 'screen', 'weight', 'bathroom']",0,"['social', 'response', 'sad', 'avoidance', 'face', 'inhibition', 'task', 'show', 'obesity', 'effect']",0.620817184448242,20
801,Academic,2015,Medium,2014,"['woman', 'screen', 'petition', 'twitter', 'frustration', 'postpartum', 'tweet', 'angry', 'care', 'disorder']",1,"['woman', 'pregnancy', 'mood', 'week', 'bpd', 'prenatal', 'postpartum', 'estimate', 'gestation', 'first']",0.668761610984802,4
802,Academic,2015,Medium,2014,"['return', 'glove', 'store', 'woman', 'buy', 'memory', 'exchange', 'dad', 'search', 'petition']",2,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.601127982139587,8
803,Academic,2015,Medium,2014,"['tiger', 'danger', 'possible', 'imagine', 'perceive', 'surprise', 'outcome', 'react', 'hormone', 'co']",3,"['attention', 'threat', 'bias', 'task', 'training', 'stimulus', 'anxious', 'abm', 'fear', 'extinction']",0.649628221988678,9
284,Academic,2013,Medium,2014,"['stretch', 'overcome', 'string', 'skill', 'doubt', 'conquer', 'man', 'produce', 'confident', 'suggest']",4,"['stress', 'depression', 'participant', 'control', 'self', 'program', 'function', 'group', 'response', 'risk']",0.65233564376831,15
1585,Academic,2018,Medium,2014,"['memory', 'woman', 'result', 'outcome', 'introduce', 'exercise', 'search', 'assumption', 'subconscious', 'screen']",5,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.683513820171356,6
1326,Academic,2017,Medium,2014,"['check', 'text', 'bank', 'phone', 'relationship', 'account', 'banking', 'money', 'terrible', 'yet']",6,"['relationship', 'mediate', 'score', 'psychological', 'experience', 'scale', 'affective', 'correlate', 'effect', 'negative']",0.559511721134186,5
2107,Academic,2020,Medium,2014,"['frustration', 'sleep', 'symptom', 'reduce', 'class', 'meditation', 'flight', 'memory', 'angry', 'difference']",7,"['distress', 'psychological', 'cope', 'worker', 'vulnerability', 'transdiagnostic', 'resilience', 'staff', 'pain', 'medical']",0.666463553905487,6
548,Academic,2014,Medium,2014,"['truth', 'goal', 'require', 'damn', 'trust', 'apologize', 'sorry', 'blood', 'fat', 'willing']",8,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']",0.670078933238983,8
549,Academic,2014,Medium,2014,"['memory', 'late', 'confidence', 'audience', 'check', 'result', 'perhaps', 'likely', 'angry', 'music']",9,"['international', 'use', 'dimension', 'woman', 'recent', 'obtain', 'confidence_interval', 'marker', 'continue', 'propose']",0.708152294158935,1
290,Academic,2013,Medium,2014,"['guide', 'plan', 'science', 'side', 'symptom', 'productivity', 'worker', 'fly', 'scientist', 'rewire']",10,"['broad', 'content', 'training', 'barrier', 'child', 'clinical', 'follow', 'outcome', 'intervention', 'demonstrate']",0.679175436496735,17
1071,Academic,2016,Medium,2014,"['disorder', 'task', 'bathroom', 'conversation', 'project', 'various', 'carry', 'boss', 'usually', 'weight']",11,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.67537534236908,12
552,Academic,2014,Medium,2014,"['audience', 'presentation', 'confidence', 'number', 'late', 'www', 'memorize', 'movie', 'image', 'choose']",12,"['international', 'use', 'dimension', 'woman', 'recent', 'obtain', 'confidence_interval', 'marker', 'continue', 'propose']",0.638512432575226,1
1853,Academic,2019,Medium,2014,"['tiger', 'woman', 'story', 'man', 'bill_friend', 'museum', 'shake', 'mindfulness', 'monday', 'pause']",13,"['stress', 'woman', 'maternal', 'attachment', 'mother', 'postpartum', 'acute', 'mindfulness', 'infant', 'addiction']",0.559624433517456,6
554,Academic,2014,Medium,2014,"['symptom', 'intake', 'reduce', 'sugar', 'nutrition', 'overall', 'reduction', 'increase', 'diet', 'improve']",14,"['symptom', 'health', 'mental', 'depressive', 'mdd', 'gad', 'intervention', 'examine', 'common', 'concern']",0.781454145908356,10
2115,Academic,2020,Medium,2014,"['woman', 'sleep', 'screen', 'disorder', 'symptom', 'reduce', 'university', 'department', 'study', 'psychological']",15,"['woman', 'depressive', 'student', 'pregnancy', 'year', 'medical', 'high', 'ci', 'perinatal', 'stressor']",0.772055804729462,4
1596,Academic,2018,Medium,2014,"['breathing', 'breathe', 'slow', 'asleep', 'relax', 'trick', 'shallow', 'technique', 'effect', 'count']",16,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.599619626998901,6
1337,Academic,2017,Medium,2014,"['sad', 'city', 'katie', 'guilt', 'park', 'decision', 'truly', 'permission', 'creep', 'rush']",17,"['gad', 'alcohol', 'care', 'generalized', 'cost', 'phq', 'screening', 'tau', 'intensive', 'standard']",0.635483026504517,12
1338,Academic,2017,Medium,2014,"['woman', 'screen', 'introduce', 'plan', 'pm', 'web', 'eliminate', 'class', 'coffee', 'fire']",18,"['group', 'intervention', 'effect', 'training', 'control', 'reduce', 'cognitive', 'compare', 'condition', 'efficacy']",0.629279315471649,19
819,Academic,2015,Medium,2014,"['doubt', 'thank', 'successful', 'audience', 'overcome', 'impact', 'yet', 'deliver', 'rowle', 'message']",19,"['predict', 'function', 'youth', 'stress', 'outcome', 'event', 'follow', 'model', 'level', 'high']",0.656345844268799,13
1860,Academic,2019,Medium,2014,"['grade', 'frustration', 'extremely', 'memory', 'flight', 'gift', 'habit', 'student', 'sleep', 'search']",20,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.695076584815979,7
1341,Academic,2017,Medium,2014,"['grade', 'extremely', 'label', 'finally', 'early', 'student', 'gift', 'pretty', 'normal', 'age']",21,"['age', 'year', 'level', 'associate', 'high', 'low', 'longitudinal', 'woman', 'gender', 'score']",0.687249064445496,11
1342,Academic,2017,Medium,2014,"['bill_friend', 'man', 'museum', 'nod', 'woman', 'push', 'small', 'arm', 'release', 'bill']",22,"['well', 'specific', 'also', 'research', 'event', 'examine', 'cognitive', 'finding', 'individual', 'high']",0.58361428976059,13
303,Academic,2013,Medium,2014,"['introduce', 'web', 'meetup', 'community', 'development', 'confident', 'london', 'conversation', 'confidence', 'conference']",23,"['intervention', 'group', 'base', 'social', 'mindfulness', 'participant', 'internet', 'therapy', 'trial', 'month_follow']",0.626109898090362,14
1084,Academic,2016,Medium,2014,"['medium', 'player', 'reporter', 'team', 'marshawn', 'lynch', 'receive', 'snub', 'super', 'brass']",24,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.62338387966156,12
1085,Academic,2016,Medium,2014,"['mom', 'pile', 'save', 'essay', 'old', 'card', 'grandfather', 'ephemera', 'childhood', 'memoir']",25,"['childhood', 'psychotic', 'adulthood', 'abuse', 'search', 'review', 'include', 'recognition', 'predictive', 'amp']",0.704844534397125,25
46,Academic,2012,Medium,2014,"['return', 'glove', 'store', 'buy', 'dad', 'exchange', 'cashier', 'fit', 'box', 'gift']",26,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.571623623371124,18
1867,Academic,2019,Medium,2014,"['university', 'reduce', 'sleep', 'symptom', 'meditation', 'department', 'ahead', 'relax', 'increase', 'journal']",27,"['social', 'symptom', 'associate', 'relationship', 'association', 'sleep', 'predict', 'risk', 'examine', 'level']",0.708408951759338,8
48,Academic,2012,Medium,2014,"['exercise', 'writer', 'mindfulness', 'yaga', 'breathe', 'finding', 'presence', 'quit', 'behavior', 'baba']",28,"['social', 'participant', 'positive', 'anxiety', 'take', 'cue', 'train', 'reduce', 'control', 'approach']",0.68879359960556,5
49,Academic,2012,Medium,2014,"['memory', 'result', 'search', 'outcome', 'intention', 'late', 'assumption', 'example', 'subconscious', 'performance']",29,"['interpretation', 'training', 'global', 'cognitive', 'error', 'equal', 'outcome', 'design', 'interpret', 'objective']",0.743537545204163,21
1090,Academic,2016,Medium,2014,"['around', 'label', 'arrive', 'popular', 'almost', 'carry', 'music', 'local', 'garage', 'summer']",30,"['group', 'non', 'difference', 'report', 'face', 'compare', 'individual', 'show', 'bpd', 'specific']",0.585159361362457,20
51,Academic,2012,Medium,2014,"['symptom', 'reduce', 'increase', 'university', 'department', 'sleep', 'health', 'melbourne', 'food', 'nutrition']",31,"['symptom', 'study', 'increase', 'report', 'health', 'relate', 'age', 'high', 'level', 'psychopathology']",0.781715571880341,10
1872,Academic,2019,Medium,2014,"['twitter', 'return', 'glove', 'tweet', 'judge', 'care', 'store', 'emotional', 'dad', 'effect']",32,"['health', 'mental', 'care', 'internalize', 'experience', 'service', 'support', 'people', 'need', 'live']",0.693391799926758,0
2133,Academic,2020,Medium,2014,"['kevin', 'perfect', 'stick', 'check', 'camp', 'die', 'guy', 'around', 'football', 'fault']",33,"['disability', 'review', 'quality', 'include', 'physical', 'search', 'evidence', 'term', 'implementation', 'practice']",0.522074341773987,16
1614,Academic,2018,Medium,2014,"['damn', 'goal', 'conversation', 'article', 'phone', 'exercise', 'book', 'willing', 'blood', 'shit']",34,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.663509070873261,6
575,Academic,2014,Medium,2014,"['audience', 'public_speake', 'rowle', 'message', 'speech', 'full', 'case', 'confidence', 'deliver', 'open']",35,"['international', 'use', 'dimension', 'woman', 'recent', 'obtain', 'confidence_interval', 'marker', 'continue', 'propose']",0.622820615768433,1
1616,Academic,2018,Medium,2014,"['sad', 'city', 'park', 'katie', 'guilt', 'food', 'sleep', 'reflection', 'meditation', 'plan']",36,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.652967929840088,6
317,Academic,2013,Medium,2014,"['mindfulness', 'pause', 'story', 'happiness', 'depressed', 'bother', 'husband', 'create', 'notice', 'choose']",37,"['phobia', 'life_event', 'depression', 'emerge', 'antidepressant', 'duration', 'development', 'early', 'drive', 'use']",0.697223722934723,8
1878,Academic,2019,Medium,2014,"['tiger', 'screen', 'woman', 'petition', 'disorder', 'mindfulness', 'pause', 'postpartum', 'possible', 'imagine']",38,"['brain', 'behavior', 'group', 'increase', 'pregnancy', 'response', 'task', 'emotional', 'stimulus', 'affective']",0.630959391593933,9
2139,Academic,2020,Medium,2014,"['fire', 'clean', 'class', 'connect', 'fix', 'heavy', 'happiness', 'normal', 'tear', 'couple']",39,"['negative', 'self', 'relationship', 'individual', 'positive', 'effect', 'emotion', 'support', 'measure', 'predict']",0.665175437927246,12
2140,Academic,2020,Medium,2014,"['monday', 'sun', 'seasonal', 'religious', 'story', 'hate', 'shake', 'god', 'stranger', 'clothe']",40,"['stress', 'fear', 'insomnia', 'dass', 'sensitivity', 'environmental', 'human', 'older_adult', 'pathological', 'cause']",0.619976282119751,13
581,Academic,2014,Medium,2014,"['skip', 'article', 'phone', 'drink', 'pm', 'dinner', 'computer', 'coffee', 'personally', 'eliminate']",41,"['eat', 'safety', 'global', 'disease', 'behavior', 'remission', 'weekly', 'medication', 'combination', 'cognition']",0.603797376155853,6
582,Academic,2014,Medium,2015,"['condition', 'symptom', 'perspective', 'irrational', 'intrusive_thought', 'sex', 'physical', 'result', 'sufferer', 'behaviour']",0,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']",0.710925102233887,8
2143,Academic,2020,Medium,2015,"['career', 'money', 'quit', 'comfort', 'excuse', 'opportunity', 'flow', 'terrify', 'uncertainty', 'couch']",1,"['stress', 'fear', 'insomnia', 'dass', 'sensitivity', 'environmental', 'human', 'older_adult', 'pathological', 'cause']",0.6607785820961,13
1884,Academic,2019,Medium,2015,"['social_media', 'facebook', 'major', 'college', 'depressive', 'pull', 'twitter', 'instagram', 'professor', 'heartbeat']",2,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.688506364822388,7
65,Academic,2012,Medium,2015,"['mindfulness', 'meditation', 'practice', 'train', 'negative', 'magazine', 'breathing', 'brooklyn', 'react', 'johnny']",3,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.721159219741821,8
1106,Academic,2016,Medium,2015,"['doctor', 'father', 'visit', 'baby', 'cry', 'dad', 'condition', 'mom', 'note', 'patient']",4,"['treatment', 'child', 'therapy', 'outcome', 'parent', 'follow', 'symptom', 'post', 'trauma', 'year']",0.728578090667725,10
587,Academic,2014,Medium,2015,"['bully', 'emotion', 'behavior', 'boss', 'difficult', 'doctor', 'reality', 'decision', 'cry', 'truth']",5,"['cbt', 'therapy', 'outcome', 'cognitive', 'behavioral', 'group', 'therapist', 'psychological', 'measure', 'predict']",0.649740099906921,3
2148,Academic,2020,Medium,2015,"['test', 'complexity', 'phone', 'jean', 'simple', 'possible', 'overcome', 'appear', 'prepare', 'client']",6,"['disability', 'review', 'quality', 'include', 'physical', 'search', 'evidence', 'term', 'implementation', 'practice']",0.605796694755554,16
329,Academic,2013,Medium,2015,"['workshop', 'teach', 'classroom', 'teaching', 'student', 'teacher', 'jan', 'interactive', 'center', 'drain']",7,"['broad', 'content', 'training', 'barrier', 'child', 'clinical', 'follow', 'outcome', 'intervention', 'demonstrate']",0.687677502632141,17
2150,Academic,2020,Medium,2015,"['hair', 'travel', 'mirror', 'line', 'familiar', 'stomach', 'avoid', 'beautiful', 'visit', 'symptom']",8,"['cognitive', 'trait', 'performance', 'avoidance', 'face', 'interpersonal', 'ability', 'alteration', 'mediator', 'skill']",0.643513262271881,9
1891,Academic,2019,Medium,2015,"['college', 'major', 'journalism', 'publication', 'journalist', 'true', 'industry', 'hate', 'new_york', 'literally']",9,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.592628479003906,7
852,Academic,2015,Medium,2015,"['money', 'wedding', 'dress', 'account', 'card', 'white', 'lie', 'shop', 'rid', 'zack']",10,"['woman', 'pregnancy', 'mood', 'week', 'bpd', 'prenatal', 'postpartum', 'estimate', 'gestation', 'first']",0.599041879177094,4
73,Academic,2012,Medium,2015,"['meditation', 'vulnerable', 'summer', 'plan', 'road', 'trip', 'marijuana', 'medicate', 'vice', 'cigar']",11,"['treatment', 'intervention', 'group', 'participant', 'condition', 'anxiety', 'depression', 'health', 'co_morbidity', 'mental']",0.715209782123566,30
1634,Academic,2018,Medium,2015,"['meditation', 'spark', 'practice', 'jax', 'zen', 'routine', 'result', 'son', 'meditate', 'goal']",12,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.752183020114899,6
595,Academic,2014,Medium,2015,"['perfect', 'skill', 'condition', 'emotion', 'mistake', 'goal', 'usually', 'practice', 'present', 'overcome']",13,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']",0.625914990901947,8
76,Academic,2012,Medium,2015,"['lucky', 'guess', 'song', 'fight', 'mara', 'relax', 'record', 'dad', 'exercise', 'discuss']",14,"['social', 'participant', 'positive', 'anxiety', 'take', 'cue', 'train', 'reduce', 'control', 'approach']",0.579132318496704,5
337,Academic,2013,Medium,2015,"['gut', 'energy', 'jack', 'breathe', 'health', 'autism', 'diet', 'medication', 'fit', 'research']",15,"['health', 'depressive', 'depression', 'care', 'individual', 'primary', 'psychological', 'increase', 'performance', 'base']",0.716248691082001,7
78,Academic,2012,Medium,2015,"['gun', 'meditation', 'panic_attack', 'breathing', 'morning', 'phone', 'entire', 'gon', 'attend', 'fine']",16,"['threat', 'bias', 'attention', 'reactivity', 'delay', 'show', 'reduction', 'activation', 'stimulus', 'anxiety']",0.629624962806702,9
1119,Academic,2016,Medium,2015,"['flight', 'non', 'travel', 'trip', 'emotion', 'fly', 'tool', 'airport', 'plane', 'trigger']",17,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.670395910739899,12
80,Academic,2012,Medium,2015,"['boy', 'front', 'shape', 'town', 'morning', 'door', 'decade', 'app', 'negative', 'fight']",18,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.539827942848206,18
1641,Academic,2018,Medium,2015,"['hate', 'cancel', 'song', 'plan', 'affect', 'miss', 'compassion', 'rise', 'enjoy', 'flake']",19,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.704789519309998,7
82,Academic,2012,Medium,2015,"['wish', 'kid', 'bathroom', 'luck', 'whenever', 'breathe', 'panic_attack', 'table', 'certainly', 'mad']",20,"['child', 'anxiety', 'disorder', 'parent', 'non', 'anxious', 'early', 'symptom', 'likely', 'information']",0.661103487014771,36
343,Academic,2013,Medium,2015,"['teacher', 'box', 'teach', 'receive', 'cancel', 'subscription', 'wonder', 'prepare', 'offer', 'subscribe']",21,"['broad', 'content', 'training', 'barrier', 'child', 'clinical', 'follow', 'outcome', 'intervention', 'demonstrate']",0.63866001367569,17
1384,Academic,2017,Medium,2015,"['trigger', 'ptsd', 'physical', 'hospital', 'tear', 'group', 'hurt', 'mom', 'drive', 'die']",22,"['ptsd', 'post_traumatic', 'physical', 'day', 'emotion_regulation', 'stress', 'outcome', 'trauma', 'symptom', 'follow']",0.69916844367981,23
1645,Academic,2018,Medium,2015,"['facebook', 'social_media', 'healthy', 'judgement', 'criticism', 'positive', 'wife', 'water', 'meal', 'turk']",23,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.678072690963745,7
86,Academic,2012,Medium,2015,"['black', 'new_york', 'lock', 'dark', 'stove', 'soul', 'lie', 'stare', 'switch', 'green']",24,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.585215508937836,18
1387,Academic,2017,Medium,2015,"['restaurant', 'wake', 'clearly', 'difficult', 'crazy', 'positive', 'stuff', 'result', 'normal', 'healthy']",25,"['stress', 'bias', 'positive', 'symptom', 'attention', 'stressor', 'test', 'negative', 'psychosis', 'early']",0.662360668182373,25
868,Academic,2015,Medium,2015,"['que', 'nao', 'uma', 'como', 'era', 'amor', 'nos', 'para', 'eu', 'mas']",26,"['parental', 'panic', 'fear', 'sensitivity', 'response', 'behavioral', 'psychopathology', 'startle', 'relate', 'measure']",0.609539330005646,12
869,Academic,2015,Medium,2015,"['money', 'lucky', 'husband', 'account', 'guess', 'stuff', 'record', 'crazy', 'fun', 'save']",27,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.629550397396088,8
1390,Academic,2017,Medium,2015,"['group', 'receptor', 'gene', 'study', 'response', 'dna', 'silence', 'epigenetic', 'anger', 'individual']",28,"['group', 'intervention', 'effect', 'training', 'control', 'reduce', 'cognitive', 'compare', 'condition', 'efficacy']",0.738570153713226,19
1911,Academic,2019,Medium,2015,"['student', 'pitch', 'mental_health', 'healthtap', 'session', 'business', 'ceo', 'patient', 'university', 'pressure']",29,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.809978365898132,7
612,Academic,2014,Medium,2015,"['joy', 'resume', 'princeton', 'clearly', 'perfectionist', 'ground', 'complexity', 'require', 'jean', 'prospect']",30,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']",0.60528564453125,8
873,Academic,2015,Medium,2015,"['kid', 'accomplish', 'spouse', 'goal', 'positive', 'negative', 'value', 'butterfly', 'appear', 'recall']",31,"['child', 'parent', 'genetic', 'report', 'family', 'problem', 'phobia', 'effect', 'caregiver', 'internalize']",0.716104447841644,15
874,Academic,2015,Medium,2015,"['money', 'save', 'husband', 'cat', 'earth', 'retirement', 'account', 'financial', 'guess', 'like']",32,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.644379138946533,8
95,Academic,2012,Medium,2015,"['regret', 'sun', 'travel', 'enjoy', 'trade', 'journalism', 'miss', 'career', 'opportunity', 'truly']",33,"['exposure', 'disaster', 'may', 'follow', 'involvement', 'family', 'define', 'brief', 'new', 'effect']",0.641274094581604,3
1136,Academic,2016,Medium,2015,"['language', 'cat', 'rumble', 'black', 'car', 'respond', 'measure', 'morning', 'news', 'voice']",34,"['quality', 'life', 'sleep', 'fear', 'change', 'trajectory', 'time', 'insomnia', 'domain', 'type']",0.577908396720886,15
97,Academic,2012,Medium,2015,"['technology', 'potentially_marginalize', 'panic_attack', 'emerging_technology', 'beast', 'darkness', 'generation', 'medication', 'possibility', 'drug']",35,"['threat', 'bias', 'attention', 'reactivity', 'delay', 'show', 'reduction', 'activation', 'stimulus', 'anxiety']",0.631578266620636,9
1658,Academic,2018,Medium,2015,"['mental_health', 'doctor', 'mom', 'term', 'health', 'death', 'mentally', 'girl', 'paper', 'therapist']",36,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.816041350364685,3
1139,Academic,2016,Medium,2015,"['que', 'nao', 'astronaut', 'pressure', 'amigo', 'diver', 'panic_attack', 'ser', 'trap', 'train']",37,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.68331104516983,12
1140,Academic,2016,Medium,2015,"['car', 'pink', 'bottle', 'garage', 'door', 'food', 'art', 'fuck', 'inside', 'table']",38,"['model', 'theory', 'explain', 'tool', 'variance', 'analysis', 'diagnostic', 'receptor', 'show', 'style']",0.557186305522919,22
1921,Academic,2019,Medium,2015,"['paper', 'student', 'fucking', 'lucky', 'productivity', 'hurt', 'bear', 'bottom', 'writing', 'resume']",39,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.717943966388702,7
1402,Academic,2017,Medium,2015,"['father', 'sheep', 'wool', 'kaya', 'sam', 'buyer', 'son', 'rain', 'market', 'husband']",40,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.58988893032074,1
