,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
10,10,29.0,0.29789999127388,"anxiety, disorder, patient, study, result, depression, use, high, associate, abstract","['predict', 'rapid', 'treatment', 'panic', 'disorder', 'role', 'therapy', 'cbt', 'effective', 'first', 'line', 'intervention', 'anxiety', 'disorder', 'treatment', 'remain', 'long', 'cost', 'intensive', 'difficult', 'access', 'subgroup', 'patient', 'fail', 'show', 'benefit', 'study', 'aim', 'identify', 'functional', 'structural', 'brain', 'marker', 'predict', 'rapid', 'response', 'cbt', 'knowledge', 'important', 'establish', 'mechanism', 'underlie', 'successful', 'treatment', 'develop', 'effective', 'short', 'intervention', 'unmedicate', 'patient', 'panic', 'disorder', 'underwent', 'functional', 'structural', 'imaging', 'mri', 'receive', 'session', 'exposure', 'base', 'cbt', 'symptom', 'severity', 'measure', 'treatment', 'functional', 'patient', 'perform', 'task', 'view', 'negative', 'image', 'naturally', 'intentionally', 'regulate', 'negative', 'affect', 'use', 'previously', 'teach', 'strategy', 'cognitive', 'reappraisal', 'structural', 'image', 'analyse', 'include', 'leave', 'right', 'segmentation', 'volume', 'estimation', 'improve', 'response', 'cbt', 'predict', 'increase', 'pre', 'treatment', 'activation', 'bilateral', 'leave', 'dlpfc', 'threat', 'processing', 'well', 'increase', 'right', 'volume', 'previous', 'work', 'link', 'region', 'improve', 'threat', 'processing', 'fear', 'memory', 'activation', 'suggest', 'activation', 'mechanism', 'crucial', 'exposure', 'base', 'effective']"
11,11,29.0,0.4065000116825104,"anxiety, disorder, patient, study, result, depression, use, high, associate, abstract","['fear', 'extinction', 'implication', 'assessment', 'treatment', 'fear', 'base', 'anxiety', 'relate', 'disorder', 'current', 'exposure', 'base', 'therapy', 'aim', 'reduce', 'pathological', 'fear', 'anxiety', 'effective', 'intervention', 'trauma', 'anxiety', 'relate', 'disorder', 'nevertheless', 'improve', 'enhance', 'initial', 'outcome', 'widely', 'accept', 'great', 'understanding', 'neurobiological', 'mechanism', 'fear', 'extinction', 'need', 'develop', 'identify', 'novel', 'effective', 'target', 'treatment', 'well', 'prevention', 'strategy', 'fear', 'base', 'anxiety', 'relate', 'disorder', 'guide', 'elegant', 'mechanistic', 'cellular', 'molecular', 'report', 'datum', 'imaging', 'study', 'begin', 'shape', 'understanding', 'fear', 'quell', 'human', 'brain', 'article', 'briefly', 'review', 'neural', 'circuit', 'underlie', 'fear', 'extinction', 'rodent', 'healthy', 'human', 'review', 'circuit', 'may', 'fail', 'extinguish', 'fear', 'patient', 'anxiety', 'disorder', 'end', 'discussion', 'examine', 'fear', 'extinction', 'research', 'may', 'lead', 'significant', 'advance', 'current', 'therapeutic', 'anxiety', 'disorder']"
12,12,29.0,0.4490000009536743,"anxiety, disorder, patient, study, result, depression, use, high, associate, abstract","['behavioural', 'perspective', 'aetiology', 'treatment', 'anxiety', 'disorder', 'decade', 'behaviour', 'cognitive', 'psychology', 'produce', 'fruitful', 'mutually', 'converge', 'theory', 'hypothesis', 'could', 'derive', 'nature', 'origin', 'fear', 'anxiety', 'disorder', 'emergence', 'effective', 'treatment', 'still', 'many', 'question', 'remain', 'answer', 'argue', 'burgeon', 'field', 'behavioural', 'neuroscience', 'may', 'advance', 'understand', 'fear', 'anxiety', 'disorder', 'treatment', 'decade', 'fear_conditione', 'research', 'specie', 'begin', 'elucidate', 'neurobiological', 'mechanism', 'underlie', 'associative', 'fear', 'learn', 'memory', 'paradigm', 'provide', 'well', 'control', 'fine', 'grain', 'research', 'platform', 'examine', 'process', 'traditional', 'fear_conditioning', 'paradigm', 'originally', 'design', 'unveil', 'general', 'principle', 'fear', 'learn', 'well', 'suited', 'understand', 'transition', 'normal', 'fear', 'pathological', 'fear', 'mechanism', 'change', 'paper', 'present', 'selection', 'fear_conditioning', 'study', 'generalization', 'persistence', 'associative', 'fear', 'memory', 'intermediate', 'phenotype', 'fear', 'anxiety', 'disorder', 'insight', 'neuroscience', 'malleability', 'fear', 'memory', 'potential', 'provide', 'cure', 'anxiety', 'relate', 'disorder']"
13,13,29.0,0.24289999902248383,"anxiety, disorder, patient, study, result, depression, use, high, associate, abstract","['attention', 'training', 'technique', 'self', 'focus', 'attention', 'anxiety', 'base', 'study', 'self', 'focus', 'attention', 'important', 'target', 'intervention', 'metacognitive', 'therapy', 'attention', 'training', 'technique', 'att', 'component', 'metacognitive', 'therapy', 'purportedly', 'alter', 'focus', 'attention', 'however', 'yet', 'fully', 'understand', 'att', 'cause', 'change', 'focus', 'attention', 'effectiveness', 'att', 'compare', 'technique', 'reduce', 'self', 'focus', 'attention', 'att', 'lead', 'therapeutic', 'gain', 'laboratory', 'base', 'study', 'complete', 'address', 'gap', 'literature', 'nonclinical', 'participant', 'randomly_assigne', 'session', 'att', 'mindfulness', 'base', 'task', 'mindfulness', 'base', 'task', 'differentially', 'change', 'focus', 'attention', 'att', 'cause', 'great', 'external', 'focus', 'attention', 'mindfulness', 'base', 'task', 'cause', 'great', 'self', 'focus', 'attention', 'pre', 'post', 'manipulation', 'att', 'mindfulness', 'base', 'task', 'lead', 'anxiety', 'reduction', 'self', 'focus', 'attention', 'relate', 'less', 'anxiety', 'follow', 'att', 'increase', 'self', 'focus', 'attention', 'relate', 'less', 'anxiety', 'follow', 'mindfulness', 'base', 'task', 'conceptual', 'therapeutic', 'implication', 'discuss']"
14,14,23.0,0.3504999876022339,"treatment, change, outcome, therapy, cbt, intervention, depression, cognitive, group, symptom","['parent', 'cognitive', 'behavioral', 'intervention', 'treatment', 'childhood', 'anxiety', 'disorder', 'pilot', 'study', 'strong', 'evidence', 'support', 'cognitive', 'behavioral', 'therapy', 'cbt', 'treatment', 'childhood', 'anxiety', 'many', 'study', 'suggest', 'parent', 'play', 'etiological', 'role', 'development', 'child', 'anxiety', 'study', 'examine', 'efficacy', 'cognitive', 'behavioral', 'intervention', 'deliver', 'parent', 'anxious', 'child', 'age', 'parent', 'randomly_assigne', 'individual', 'parent', 'cbt', 'intervention', 'pcbt', 'control', 'pcbt', 'demonstrate', 'significant', 'reduction', 'children', 'number', 'anxiety', 'disorder', 'diagnose', 'parent', 'rate', 'interference', 'clinician', 'rate', 'severity', 'anxiety', 'maternal', 'protective', 'behavior', 'post', 'treatment', 'maintain', 'month', 'demonstrate', 'significant', 'change', 'significant', 'difference', 'condition', 'child', 'self', 'report', 'parent', 'report', 'child', 'anxiety', 'symptom', 'finding', 'replicate', 'combined', 'sample', 'treat', 'participant', 'well', 'intent', 'treat', 'sample', 'parent', 'cbt', 'may', 'effective', 'treatment', 'modality', 'child', 'anxiety', 'future', 'research', 'warrant']"
15,15,23.0,0.5045999884605408,"treatment, change, outcome, therapy, cbt, intervention, depression, cognitive, group, symptom","['combat', 'expose', 'ond', 'military', 'veteran', 'preliminary', 'randomized_controlled', 'trial', 'chronic', 'insomnia', 'return', 'evaluate', 'effect', 'military', 'version', 'brief', 'behavioral', 'treatment', 'compare', 'information', 'condition', 'combat', 'expose', 'veteran', 'operation', 'endure', 'iraqi', 'freedom', 'quality', 'daytime', 'symptom', 'anxiety', 'depression', 'veteran', 'mean', 'age', 'year', 'old', 'man', 'randomize', 'condition', 'bbti', 'consist', 'person', 'session', 'telephone', 'contact', 'deliver', 'week', 'include', 'personalized', 'recommendation', 'reduce', 'condition', 'also', 'consist', 'person', 'session', 'telephone', 'contact', 'deliver', 'week', 'veteran', 'encourage', 'read', 'write', 'information', 'sleep', 'promote', 'behavior', 'index', 'index', 'anxiety', 'inventory', 'complete', 'baseline', 'post', 'treatment', 'month_follow', 'intervention', 'associate', 'clinically', 'significant', 'improvement', 'insomnia', 'magnitude', 'improvement', 'sleep', 'rate', 'treatment', 'response', 'remission', 'great', 'bbti', 'pre', 'post', 'treatment', 'bbti', 'provision', 'clinically', 'significant', 'improvement', 'insomnia', 'veteran', 'preliminary', 'nature', 'finding', 'limitation', 'inherent', 'small', 'controlled_trial', 'finding', 'suggest', 'approach', 'may', 'provide', 'viable', 'option', 'step', 'care', 'approach', 'treatment', 'retune', 'combat', 'expose', 'veteran', 'large', 'confirmatory', 'effectiveness', 'trial', 'require']"
16,16,23.0,0.3474000096321106,"treatment, change, outcome, therapy, cbt, intervention, depression, cognitive, group, symptom","['base', 'disorder', 'specific', 'treatment', 'program', 'childhood', 'gad', 'randomized_controlle', 'trial', 'aim', 'study', 'provide', 'preliminary', 'examination', 'disorder', 'specific', 'treatment', 'program', 'child', 'generalise', 'anxiety', 'disorder', 'employ', 'strategy', 'target', 'underlie', 'cognitive', 'factor', 'child', 'primary', 'diagnosis', 'randomly_assigne', 'treatment', 'well', 'parent', 'child', 'questionnaire', 'complete', 'pre', 'post', 'assessment', 'condition', 'group', 'completer', 'analyse', 'post', 'treatment', 'child', 'child', 'group', 'diagnose', 'overall', 'preliminary', 'evidence', 'disorder', 'specific', 'treatment', 'program', 'child', 'gad', 'effective', 'treating', 'chronic', 'disabling', 'disorder']"
17,17,29.0,0.41510000824928284,"anxiety, disorder, patient, study, result, depression, use, high, associate, abstract","['therapy', 'update', 'attract', 'lot', 'interest', 'last', 'year', 'strong', 'increase', 'number', 'randomized_controlle', 'trials_rct', 'present', 'review', 'meta_analysis', 'include', 'rct', 'participant', 'psychiatric', 'disorder', 'somatic', 'disorder', 'stress', 'work', 'mean', 'effect', 'size', 'comparison', 'small', 'compare', 'ost', 'significant', 'improvement', 'methodological', 'quality', 'deterioration', 'effect', 'size', 'act', 'compare', 'various', 'form', 'cognitive', 'behavioral', 'treatment', 'small', 'non', 'significant', 'effect', 'size', 'obtain', 'evidence', 'base', 'evaluation', 'show', 'act', 'yet', 'well', 'establish', 'disorder', 'probably', 'efficacious', 'chronic', 'pain', 'tinnitu', 'possibly', 'efficacious', 'depression', 'psychotic', 'symptom', 'ocd', 'mix', 'anxiety', 'drug', 'abuse', 'stress', 'work', 'experimental', 'remain', 'disorder']"
18,18,23.0,0.4499000012874603,"treatment, change, outcome, therapy, cbt, intervention, depression, cognitive, group, symptom","['randomized_controlle', 'trial', 'internet', 'base', 'indicate', 'preventive', 'intervention', 'disorder', 'trial', 'assess', 'feasibility', 'acceptability', 'tolerability', 'efficacy', 'internet', 'base', 'therapist_assisted', 'cognitive', 'behavioral', 'indicate', 'prevention', 'intervention', 'disorder', 'pgd', 'call', 'healthy', 'experience', 'loss', 'heal', 'bereave', 'individual', 'risk', 'randomized', 'immediate', 'treatment', 'group', 'group', 'assessment', 'conduct', 'time_point', 'prior', 'wait', 'interval', 'group', 'pre', 'intervention', 'post', 'intervention', 'week', 'later', 'month', 'later', 'immediate', 'group', 'intent', 'treat', 'analysis', 'indicate', 'heal', 'associate', 'large', 'reduction', 'depression', 'anxiety', 'posttraumatic_stress', 'also', 'significantly', 'few', 'participant', 'immediate', 'group', 'meet', 'criterion', 'post', 'group', 'pool', 'data', 'group', 'also', 'yield', 'significant', 'reduction', 'large', 'effect_size', 'pgd', 'symptom', 'severity', 'follow', 'assessment', 'intervention', 'require', 'minimal', 'professional', 'oversight', 'rating', 'satisfaction', 'treatment', 'usability', 'internet', 'interface', 'high', 'heal', 'potential', 'effective', 'well', 'tolerate', 'tool', 'reduce', 'burden', 'significant', 'pre', 'clinical', 'pgd', 'research', 'need', 'refine', 'heal', 'assess', 'efficacy', 'mechanism', 'action', 'large', 'scale', 'trial']"
19,19,23.0,0.4074999988079071,"treatment, change, outcome, therapy, cbt, intervention, depression, cognitive, group, symptom","['dialectical', 'behaviour', 'therapy', 'inform', 'deliberate', 'data', 'dialectical', 'behaviour', 'therapy', 'show', 'effective', 'treatment', 'deliberate', 'emerge', 'evidence', 'suggest', 'alone', 'may', 'useful', 'adaptation', 'treatment', 'skill', 'presume', 'reduce', 'maladaptive', 'effort', 'regulate', 'emotional', 'distress', 'teach', 'adaptive', 'method', 'however', 'impact', 'study', 'examine', 'live', 'skill', 'group', 'provide', 'inpatient', 'set', 'adult', 'present', 'disorder', 'offer', 'addition', 'usual', 'care', 'client', 'recruit', 'treatment', 'assess', 'baseline', 'post', 'intervention', 'week', 'follow', 'great', 'reduction', 'compare', 'improvement', 'maintain', 'month_follow', 'suggest', 'provide', 'brief', 'intensive', 'informed', 'skill', 'group', 'may', 'useful', 'intervention']"
20,20,23.0,0.3799999952316284,"treatment, change, outcome, therapy, cbt, intervention, depression, cognitive, group, symptom","['feasibility', 'mode', 'treatment', 'delivery', 'child', 'anxiety', 'study', 'examine', 'feasibility', 'cognitive', 'behavior', 'therapy', 'cbt', 'child', 'anxiety', 'use', 'mode', 'treatment', 'delivery', 'total', 'parent', 'youth', 'anxiety', 'disorder', 'randomly_assigne', 'receive', 'session', 'cbt', 'deliver', 'child', 'anxiety', 'specialist', 'implement', 'parent', 'therapist', 'support', 'telephone', 'face', 'face', 'therapist', 'support', 'bibliotherapy', 'feasibility', 'outcome', 'include', 'satisfaction', 'barrier', 'treatment', 'participation', 'safety', 'dropout', 'assess', 'independent', 'evaluator', 'blind', 'treatment', 'condition', 'administer', 'anxiety', 'disorder', 'interview', 'schedule', 'child', 'adis', 'clinical', 'improvement', 'cgi', 'baseline', 'post', 'treatment', 'clinical', 'questionnaire', 'also', 'administer', 'finding', 'reveal', 'high', 'satisfaction', 'low', 'endorsement', 'barrier', 'low', 'drop', 'rate', 'adverse', 'event', 'modality', 'accord', 'cgi', 'participant', 'consider', 'responder', 'much', 'much', 'improve', 'various', 'time_point', 'similar', 'pattern', 'find', 'remission', 'primary', 'anxiety', 'disorder', 'anxiety', 'disorder', 'define', 'adis', 'clinically', 'significant', 'improvement', 'see', 'various', 'parent', 'child', 'measure', 'anxiety', 'finding', 'suggest', 'therapy', 'modality', 'feasible', 'associate', 'significant', 'treatment', 'gain', 'set']"
