,Title,Abstract,StoreId,documentType,year
212,Relationships among adaptive and maladaptive emotion regulation strategies and psychopathology during the treatment of comorbid anxiety and alcohol use disorders,"  Both maladaptive and adaptive emotion regulation strategies have been linked with psychopathology. However, previous studies have largely examined them separately, and little research has examined the interplay of these strategies cross-sectionally or longitudinally in patients undergoing psychological treatment. This study examined the use and interplay of adaptive and maladaptive emotion regulation strategies in 81 patients receiving cognitive-behavioral interventions for comorbid alcohol use and anxiety disorders. Patients completed measures of emotion regulation strategy use and symptoms of psychopathology pre- and post-treatment. Cross-sectionally, higher use of maladaptive strategies (e.g., denial) was significantly related to higher psychopathology pre- and post-treatment, whereas higher use of adaptive strategies (e.g., acceptance) only significantly related to lower psychopathology post-treatment. Prospectively, changes in maladaptive strategies, but not changes in adaptive strategies, were significantly associated with post-treatment psychopathology. However, for patients with higher pre-treatment maladaptive strategy use, gains in adaptive strategies were significantly associated with lower post-treatment psychopathology. These findings suggest that psychological treatments may maximize efficacy by considering patient skill use at treatment outset. By better understanding a patient's initial emotion regulation skills, clinicians may be better able to optimize treatment outcomes by emphasizing maladaptive strategy use reduction predominately, or in conjunction with increasing adaptive skill use.",1715676073.0, Feature,2015
213,One session treatment for pediatric blood-injection-injury phobia: A controlled multiple baseline trial,"  The present study evaluated the effectiveness of a modified One Session Treatment (OST), which included an e-therapy homework maintenance program over 4 weeks for Blood-Injection-Injury (BII) phobia in children and adolescents. Using a single case, non-concurrent multiple-baseline design, 24 children and adolescents (8-18 years; 7 males, 17 females) with a primary diagnosis of BII phobia were randomly assigned to a one, two or three week baseline prior to receiving OST. Primary outcome measures included diagnostic severity, diagnostic status, and child and parent fear ratings. Secondary outcome measures included avoidance during behavioural avoidance tasks (BAT), global functioning and self and parent reported anxiety, fear and depression. Efficacy was assessed at post-treatment, 1-month, and 3-month follow-up. BII symptoms and diagnostic severity remained relatively stable during the baseline periods and then significantly improved following implementation of the intervention. Treatment response was supported by changes across multiple measures, including child, parent and independent clinician ratings. At post-treatment 8 of the 24 (33.33%) children were BII diagnosis free. Treatment gains improved at follow-ups with 14 (58.33%) children diagnosis free at 1-month follow-up and 15 (62.5%) diagnosis free at 3-month follow-up. Preliminary findings support the effectiveness of a modified OST approach for BII phobic youth with treatment outcomes improving over follow-up intervals.",1715676046.0, Feature,2015
214,Predictors of dropout from internet-based self-help cognitive behavioral therapy for insomnia,"  Dropout from self-help cognitive-behavioral therapy for insomnia (CBT-I) potentially diminishes therapeutic effect and poses clinical concern. We analyzed the characteristics of subjects who did not complete a 6-week internet-based CBT-I program. Receiver operator characteristics (ROC) analysis was used to identify potential variables and cutoff for predicting dropout among 207 participants with self-report insomnia 3 or more nights per week for at least 3 months randomly assigned to self-help CBT-I with telephone support (n = 103) and self-help CBT-I (n = 104). Seventy-two participants (34.4%) did not complete all 6 sessions, while 42 of the 72 (56.9%) dropped out prior to the fourth session. Significant predictors of non-completion are total sleep time (TST) ≥ 6.82 h, Hospital Anxiety and Depression Scale depression score ≥ 9 and Insomnia Severity Index score &lt; 13 at baseline in this ranking order. Only TST = 5.92 h predicts early dropout. Longer TST and less severe insomnia predict dropout in this study of self-help CBT-I, in contrast to shorter TST as a predictor in 2 studies of face-to-face CBT-I, while greater severity of depression predicts dropout in both this study and a study of face-to-face CBT-I. Strategies for minimizing dropout from internet-based CBT-I are discussed.",1715676021.0, Feature,2015
215,Avoidant decision-making in social anxiety disorder: A laboratory task linked to in vivo anxiety and treatment outcome,"  Recent studies on reward-based decision-making in the presence of anxiety-related stimuli demonstrated that approach-avoidance conflicts can be assessed under controlled laboratory conditions. However, the clinical relevance of these decision conflicts has not been demonstrated. To this end, the present study investigated avoidant decisions in treatment-seeking individuals with social anxiety disorder (SAD). In a gambling task, advantageous choices to maximize gains were associated with task-irrelevant angry faces and disadvantageous choices with happy faces. The clinical relevance of avoidant decisions for in vivo anxiety in a social stress situation (public speaking) were examined (n = 44). In a subsample (n = 20), the predictive value for a reduction of avoidance following behavioral therapy was also evaluated. Results indicated a close link between more frequent avoidant decisions and elevated in vivo anxiety. Moreover, individuals who showed a deficit in the goal-directed adjustment of their decisions also showed higher and sustained distress during the social stressor and reported less decrease of avoidance following treatment. The findings highlight the importance of an avoidant decision-making style for the experience of acute distress and the maintenance of avoidance in SAD. Assessing avoidant decision-making may help to predict the response to behavioral treatments.",1715676020.0, Feature,2015
216,Has evidence-based psychosocial treatment for anxiety disorders permeated usual care in community mental health settings?,"  Cognitive behavioral therapy (CBT), particularly when it includes an exposure component, is an empirically supported psychosocial treatment for anxiety disorders that has been shown to be highly efficacious, desirable to patients, and cost-effective. However, access to and receipt of exposure-based treatment CBT anxiety remains lacking despite these benefits. The current study reviewed electronic medical records at a large public outpatient psychiatry clinic in order to clarify what usual care for anxiety disorders entails, and to determine the extent to which effective psychosocial treatment is accessible to, and implemented with anxiety disorder patients. Database queries generated from the billing and medical record system at the Los Angeles County Adult Outpatient Psychiatry Clinic identified 582 patients presenting with an anxiety disorder diagnosis in a 6-month time frame. These patients' electronic medical records were reviewed using a standardized data collection form. Findings indicated that the majority of patients received pharmacological treatment for their anxiety. The majority of the psychosocial treatment delivered was supportive therapy. Among the minority of patients who did initiate CBT, an even smaller minority received treatment that included an exposure component, and those who did receive exposure likely received a sub-optimal dose. Understanding usual care delivery patterns is an important preliminary step to identifying and addressing barriers to optimal anxiety disorder treatment in adult community mental health settings.",1702259639.0, Feature,2015
217,A randomized controlled trial on the role of support in Internet-based problem solving therapy for depression and anxiety,"  Internet-based interventions can be effective treatments for anxiety and depression. Meta-analytic evidence suggests that they should be delivered with human support to reach optimal effects. These findings have not consistently been replicated in direct comparisons of supported and unsupported interventions, however. This study examined the role of support in Internet-based problem solving treatment (PST) for symptoms of anxiety and/or depression. Adults with mild to moderate symptoms of anxiety and/or depression were recruited from the general population and randomized to: (1) PST without support (n = 107), (2) PST with support on request (n = 108), (3) PST with weekly support (n = 106), (4) no Internet-based intervention but non-specific chat or email (n = 110), or (5) waitlist control (WLC; n = 106). Primary outcomes were symptoms of anxiety (HADS) and depression (CES-D) measured at baseline and 6 weeks later. Analyses were first based on the intention-to-treat principle (ITT) and repeated with intervention completers. Only participants who received PST with weekly support improved significantly more than WLC for depressive symptoms. Results for anxiety were less robust but in favor of the weekly support condition. The results underscore the importance of structural support in Internet-based interventions for depression and anxiety.",1702259478.0, Feature,2015
218,Microinterventions targeting regulatory focus and regulatory fit selectively reduce dysphoric and anxious mood,"  Depression and generalized anxiety, separately and as comorbid states, continue to represent a significant public health challenge. Current cognitive-behavioral treatments are clearly beneficial but there remains a need for continued development of complementary interventions. This manuscript presents two proof-of-concept studies, in analog samples, of ""microinterventions"" derived from regulatory focus and regulatory fit theories and targeting dysphoric and anxious symptoms. In Study 1, participants with varying levels of dysphoric and/or anxious mood were exposed to a brief intervention either to increase or to reduce engagement in personal goal pursuit, under the hypothesis that dysphoria indicates under-engagement of the promotion system whereas anxiety indicates over-engagement of the prevention system. In Study 2, participants with varying levels of dysphoric and/or anxious mood received brief training in counterfactual thinking, under the hypothesis that inducing individuals in a state of promotion failure to generate subtractive counterfactuals for past failures (a non-fit) will lessen their dejection/depression-related symptoms, whereas inducing individuals in a state of prevention failure to generate additive counterfactuals for past failures (a non-fit) will lessen their agitation/anxiety-related symptoms. In both studies, we observed discriminant patterns of reduction in distress consistent with the hypothesized links between dysfunctional states of the two motivational systems and dysphoric versus anxious symptoms.",1702259474.0, Feature,2015
219,The credibility of exposure therapy: Does the theoretical rationale matter?,"  Little is understood about how the public perceives exposure-based therapy (ET) for treating anxiety and trauma-related disorders or how ET rationales affect treatment credibility. Distinct approaches to framing ET are practiced, including those emphasized in traditional cognitive behavioral therapy, acceptance and commitment therapy, and the more recent inhibitory learning model. However, their relative effect on ET's credibility remains unknown. A final sample of 964 U.S. adults provided baseline views of ET. Participants rated ET treatment credibility following a simple ET definition (pre-rationale) and following randomization to rationale modules addressing ET goals, fear, and cognitive strategies from distinct theoretical perspectives (post-rationale). Baseline ET views, symptoms, and sociodemographic characteristics were examined as putative moderators and predictors. At baseline, the majority had never heard of ET. From pre- to post-rationale, ET treatment credibility significantly increased but the rationales' theoretical perspective had little impact. More negative baseline ET views, specific ethnic/racial minority group status, and lower education moderated or predicted greater increases in treatment credibility following the rationale. ET remains relatively unknown as a treatment for anxiety or trauma, supporting the need for direct-to-consumer marketing. Diverse theory-driven rationales similarly increased ET credibility, particularly among those less likely to use ET.",1702259432.0, Feature,2015
220,Comparing outcomes for children with different anxiety disorders following cognitive behavioural therapy,"  The purpose of this study was to compare treatment outcomes following a group family-based cognitive behavioural therapy for children with different anxiety disorders (social anxiety disorder, separation anxiety disorder, generalised anxiety disorder, specific phobia and obsessive compulsive disorder). This study utilised a clinical sample of 842 children and adolescents (aged between 6 and 18 years) and assessed outcome using diagnostic interview, parent-report and child-report. Based on diagnostic data and parent-reported symptoms, results revealed that children with a diagnosis of social anxiety disorder experienced a slower rate of change and poorer diagnostic outcomes at post treatment and follow-up than children with other anxiety disorders. Children with GAD showed better response to this broad-based intervention and children with OCD showed better response on one measure. This study provides evidence for differential response to broad-based CBT for children, based on type of anxiety diagnoses.",1702259431.0, Feature,2015
221,Evaluating changes in judgmental biases as mechanisms of cognitive-behavioral therapy for social anxiety disorder,"  Reductions in judgmental biases concerning the cost and probability of negative social events are presumed to be mechanisms of treatment for SAD. Methodological limitations of extant studies, however, leave open the possibility that, instead of causing symptom relief, reductions in judgmental biases are correlates or consequences of it. The present study evaluated changes in judgmental biases as mechanisms explaining the efficacy of CBT for SAD. Participants were 86 individuals who met DSM-IV-TR criteria for a primary diagnosis of SAD, participated in one of two treatment outcome studies of CBT for SAD, and completed measures of judgmental (i.e., cost and probability) biases and social anxiety at pre-, mid-, and posttreatment. Treated participants had significantly greater reductions in judgmental biases than not-treated participants; pre-to-post changes in cost and probability biases statistically mediated treatment outcome; and probability bias at midtreatment was a significant predictor of treatment outcome, even when modeled with a plausible rival mediator, working alliance. Contrary to hypotheses, cost bias at midtreatment was not a significant predictor of treatment outcome. Results suggest that reduction in probability bias is a mechanism by which CBT for SAD exerts its effects.",1696478309.0, Feature,2015
222,Emotional intensity reduces later generalized anxiety disorder symptoms when fear of anxiety and negative problem-solving appraisal are low,"  The aim was to examine whether specific skills required for cognitive behavioural therapy (CBT) could be taught using a computerised training paradigm with people who have intellectual disabilities (IDs). Training aimed to improve: a) ability to link pairs of situations and mediating beliefs to emotions, and b) ability to link pairs of situations and emotions to mediating beliefs. Using a single-blind mixed experimental design, sixty-five participants with IDs were randomised to receive either computerised training or an attention-control condition. Cognitive mediation skills were assessed before and after training. Participants who received training were significantly better at selecting appropriate emotions within situation-beliefs pairs, controlling for baseline scores and IQ. Despite significant improvements in the ability of those who received training to correctly select intermediating beliefs for situation-feelings pairings, no between-group differences were observed at post-test. The findings indicated that computerised training led to a significant improvement in some aspects of cognitive mediation for people with IDs, but whether this has a positive effect upon outcome from therapy is yet to be established.",1696478270.0, Feature,2015
223,Trait rumination predicts onset of Post-Traumatic Stress Disorder through trauma-related cognitive appraisals: A 4-year longitudinal study,"  Trauma-related rumination and worry predict chronic PTSD. This study examined whether habitual rumination and worry measured prior to trauma exposure make persons more vulnerable to the onset of PTSD, presumably because habitual ruminators and worriers will be more prone to cognitively appraise trauma exposure in a negative way. A sample of 2981 adults aged 18-65, consisting of healthy controls and persons with past or current depressive and/or anxiety disorders were assessed at baseline and at follow-up four years later (n = 2402). At follow-up, 359 participants reported exposure to a traumatic event during the last four years of whom 52 (14.4%) had developed PTSD. Pre-trauma self-reported depression severity and trait rumination - but not trait worry-predicted onset of PTSD during follow-up, controlling for demographic and clinical history variables, as well as psychiatric diagnoses at baseline. The relation of trait rumination with onset of PTSD was partly mediated by the cognitive appraisal of the traumatic event and not by the affective reaction to trauma exposure. Repetitive negative thinking in the form of rumination may be a risk factor for onset of PTSD amenable to prevention and intervention.",1696478022.0, Feature,2015
224,Stepped care versus face-to-face cognitive behavior therapy for panic disorder and social anxiety disorder: Predictors and moderators of outcome,"  To investigate predictors and moderators of treatment outcome by comparing immediate face-to-face cognitive behavioral therapy (FtF-CBT) to a Stepped Care treatment model comprising three steps: Psychoeducation, Internet-delivered CBT, and FtF-CBT for panic disorder (PD) and social anxiety disorder (SAD). Patients (N = 173) were recruited from nine public mental health out-patient clinics and randomized to immediate FtF-CBT or Stepped Care treatment. Characteristics related to social functioning, impairment from the anxiety disorder, and comorbidity was investigated as predictors and moderators by treatment format and diagnosis in multiple regression analyses. Lower social functioning, higher impairment from the anxiety disorder, and a comorbid cluster C personality disorder were associated with significantly less improvement, particularly among patients with PD. Furthermore, having a comorbid anxiety disorder was associated with a better treatment outcome among patients with PD but not patients with SAD. Patients with a comorbid depression had similar outcomes from the different treatments, but patients without comorbid depression had better outcomes from immediate FtF-CBT compared to guided self-help. In general, the same patient characteristics appear to be associated with the treatment outcome for CBT provided in low- and high-intensity formats when treated in public mental health care clinics. The findings suggest that patients with lower social functioning and higher impairment from their anxiety disorder benefit less from these treatments and may require more adapted and extensive treatment.",1696477999.0, Feature,2015
225,The effect of positive mood induction on reducing reinstatement fear: Relevance for long term outcomes of exposure therapy,"  While exposure therapy is effective in treating anxiety, fear can return after exposure. Return of fear can be understood through mechanisms of extinction learning. One form of return of fear is reinstatement, or, the fear that results from an unsignaled unconditional stimulus (US) presentation after extinction. Though the conditional response (CR; e.g., fear) typically reduces during extinction, the excitatory conditional stimulus (CS+) valence remains negative. The more negative the CS+ valence after the end of extinction, the greater the fear at reinstatement. The current study evaluated the degree to which positive mood induction (positive imagery training; PIT) compared to control (positive verbal training; PVT) before extinction a) decreased CS+ negative valence during extinction and b) reduced reinstatement fear. Compared to PVT, PIT a) increased positive affect, b) decreased post-extinction CS+ negative valence, and c) reduced reinstatement responding as measured by eye blink startle reflex (when shock was used at reinstatement) and self-report fear (regardless of reinstatement US type). Results suggest that increasing positive affect prior to exposure therapy could reduce relapse through reinstatement.",1696477991.0, Feature,2015
226,Mindfulness and acceptance-based group therapy and traditional cognitive behavioral group therapy for social anxiety disorder: Mechanisms of change,"  The present study investigated mechanisms of change for two group treatments for social anxiety disorder (SAD): cognitive behavioral group therapy (CBGT) and mindfulness and acceptance-based group therapy (MAGT). Participants were treatment completers (n = 37 for MAGT, n = 32 for CBGT) from a randomized clinical trial. Cognitive reappraisal was the hypothesized mechanism of change for CBGT. Mindfulness and acceptance were hypothesized mechanisms of change for MAGT. Latent difference score (LDS) analysis results demonstrate that cognitive reappraisal coupling (in which cognitive reappraisal is negatively associated with the subsequent rate of change in social anxiety) had a greater impact on social anxiety for CBGT than MAGT. The LDS bidirectional mindfulness model (mindfulness predicts subsequent change in social anxiety; social anxiety predicts subsequent change in mindfulness) was supported for both treatments. Results for acceptance were less clear. Cognitive reappraisal may be a more important mechanism of change for CBGT than MAGT, whereas mindfulness may be an important mechanism of change for both treatments.",1686450876.0, Feature,2015
227,Understanding the role of dysfunctional post-trauma cognitions in the co-occurrence of Posttraumatic Stress Disorder and Generalized Anxiety Disorder: Two trauma samples,"  This report focuses on the co-occurrence of PTSD-GAD and examines a factor that could operate to maintain both conditions, specifically negative post-trauma cognitions about the self, the world, and self-blame. Two separate help-seeking samples were examined: (a) a mixed gender sample of 301 individuals who had experienced a serious motor vehicle accident (MVA), a single incident, non-interpersonal trauma; and (b) a sample of 157 women who had experienced intimate partner violence (IPV), a recurrent, interpersonal trauma. When examined at the diagnostic level, posttraumatic cognitions for one diagnosis did not vary as a function of whether the other diagnosis was present. In the MVA sample, both diagnosed PTSD and GAD were associated with elevations in negative thoughts about the self. Diagnosed GAD was also significantly associated with negative thoughts about the world. In the IPV sample, diagnosed PTSD was associated with elevations in negative thoughts about the self only. When continuously measured PTSD and GAD were examined, results indicated that negative thoughts about the self showed significant simultaneous associations with PTSD and GAD in both samples. In the MVA sample, negative thoughts about the world and self-blame showed significant associations with PTSD but not with GAD. In the IPV sample, negative thoughts about the world and self-blame were not significantly associated with either PTSD or GAD. Results are discussed in light of current treatment models for these conditions, with emphasis on the potential for addressing transdiagnostic processes as a more effective approach to treating comorbid conditions following trauma.",1686450816.0, Feature,2015
228,Therapist effects and moderators of effectiveness and efficiency in psychological wellbeing practitioners: A multilevel modelling analysis,"  The study investigated whether psychological wellbeing practitioners (PWPs) working within the UK government's Improving Access to Psychological Therapies (IAPT) initiative are differentially effective (i.e., therapist effect size) and differentially efficient (i.e., rate of clinical change), and the moderating effect of demographic and process factors on outcomes. Routine clinical outcome data (depression, anxiety, and functional impairment) were collected from a single IAPT service. A total of 6111 patients were treated by 56 PWPs. Multilevel modelling (MLM) determined the size of the therapist effect and examined significant moderators of clinical outcomes. PWPs were grouped according to below average, average, and above average patient outcomes and compared on clinical efficiency. Therapist effects accounted for 6-7% of outcome variance that was moderated by greater initial symptom severity, treatment duration, and non-completion of treatment. Clinically effective PWPs achieved almost double the change per treatment session. As treatment durations increased beyond protocol guidance, outcomes atrophied. Treatment non-completion was particularly detrimental to outcome. PWPs appear to be differentially effective and efficient despite ostensibly delivering protocol driven interventions. Implications for services, training, and supervision are outlined.",1681927821.0, Feature,2015
229,The influence of patients' attributions of the immediate effects of treatment of depression on long-term effectiveness of behavioural activation and antidepressant medication,"  Patients' attributions of effects of treatment are important, as these can affect long-term outcome. Most studies so far focused on the influence of attributions to medication for anxiety and depression disorders. We investigated the effects of patients' attributions made after acute treatment on the long-term outcome of antidepressant medication (ADM) and psychological treatment (behavioural activation, BA). Data are based on a randomized trial testing the effectiveness of BA vs. ADM for major depression (MDD) in Iran. Patients with MDD (N = 100) were randomized to BA (N = 50) or ADM (N = 50). Patients' attributions were assessed at post-test (after completion of the treatments). Scores on an attribution questionnaire were factor analysed, and factor scores were retained as predictors of depressive symptoms at 1-year follow-up. Regression analysis was used to test whether attributions predicted depressive symptoms at 1-yr follow-up, controlling for symptom level, condition, and their interaction at post-test. Belief in coping efficacy was the only attribution factor significantly predicting 1-year HRSD scores, controlling for condition, post-test HRSD and their interaction. It also mediated the condition differences at follow-up. Credit to self was the single attribution factor that predicted BDI follow-up scores, controlling for condition, posttest BDI, and their interaction. It partially mediated the condition differences on the BDI at follow-up. Attribution to increased coping capacities and giving credit to self appear essential. In the long-term (at 1 year follow-up), the difference in outcome between BA and ADM (with BA being superior to ADM) is at least partially mediated by attributions.",1681927785.0, Feature,2015
