Title,Abstract,StoreId,documentType,year
Cognitive Processes Associated With Sudden Gains in Cognitive Therapy for Posttraumatic Stress Disorder in Routine Care,"Objective: Although most studies investigating sudden gains in treatments for posttraumatic stress disorder (PTSD) report a positive association between sudden gains and outcomes at the end of treatment, less is known about sudden gains in routine clinical care and the processes involved in their occurrence. This study investigated changes in cognitive factors (negative appraisals, trauma memory characteristics) before, during, and after sudden gains in PTSD symptom severity. Method: Two samples (N 1 = 248, N 2 = 234) of patients who received trauma-focused cognitive therapy for PTSD in routine clinical care were analyzed. Mahalanobis distance matching, including the propensity score, was used to compare patients with sudden gains and similar patients without sudden gains. Estimates from both samples were meta-analyzed to obtain pooled effects. Results: Patients with sudden gains (N 1 = 76, N 2 = 87) reported better treatment outcomes in PTSD symptom severity, depression, and anxiety at the end of therapy and follow-up than those without sudden gains. No baseline predictors of sudden gains could be reliably identified. During sudden gains, those with sudden gains had greater changes in both cognitive factors than matched patients. Meta-analyses of the two samples showed that negative appraisals had already decreased in the session prior to sudden gains compared with matched patients. Conclusions: The pooled estimates suggest that changes in negative trauma-related appraisals precede sudden gains in PTSD symptoms. The results suggest that interventions that promote change in appraisals may also facilitate sudden gains in therapy.",2389726810, Journal Article,2020
"Longitudinal associations between minority stress, internalizing symptoms, and substance use among sexual and gender minority individuals assigned female at birth","Objective: Sexual and gender minority individuals assigned female at birth (SGM-AFAB) are at increased risk for anxiety, depression, and substance use and problems compared with heterosexual cisgender women. Cross-sectional research has demonstrated that minority stressors are associated with anxiety, depression, and substance use. However, longitudinal research is limited and the examination of prospective associations between minority stressors, mental health, and substance use is even more sparse. Method: We utilized 4 waves of data (6 months between waves) from a diverse (26.0% non-Latinx White; 26.2% gender minorities) longitudinal cohort of 488 SGM-AFAB (16- to 32-years-old at Wave 1) to examine concurrent and prospective associations between 3 minority stressors (internalized stigma, microaggressions, victimization) and anxiety, depression, and alcohol and cannabis use and problems. Results: At the within-person level, results indicated that when SGM-AFAB experienced more minority stressors than usual, they reported more concurrent and prospective anxiety and depression. Additionally, when SGM-AFAB experienced more microaggressions than usual, they were more likely to use alcohol and cannabis, and when they experienced more victimization than usual, they reported more concurrent alcohol and cannabis use problems. No prospective associations between minority stressors and substance use were significant. Conclusions: Findings indicate that minority stressors were consistently associated with internalizing symptoms, both concurrently and prospectively, while evidence for associations between minority stressors and substance use/problems was less consistent. These findings highlight the need for interventions that that teach SGM-AFAB skills for effectively coping with minority stress.",2389726755, Journal Article,2020
Text message safety behavior reduction for social anxiety: A randomized controlled trial,"Objective: Cognitive models of social anxiety disorder propose that maladaptive safety behaviors (SBs; i.e., behaviors intended to avoid, prevent, or manage threat) play an important maintaining role in the disorder. Though targeting these behaviors for elimination is one component of contemporary cognitive–behavioral therapies for social anxiety, it has rarely been examined as a specific treatment strategy, and, to our knowledge, it has not yet been examined in isolation as an intervention for social anxiety. The current study evaluated an SB reduction intervention for social anxiety that consisted of brief text message reminders. Method: Individuals with elevated social anxiety (N = 94) were recruited from across the United States and randomized to receive one of two 1-month text message interventions consisting of 16 text message reminders to avoid SBs or focus on the present. Symptoms were assessed at pre- and posttreatment, as well as at 1-month follow-up. Results: Both treatments were associated with substantial symptom reduction. Compared to the present-focused text message condition, SB elimination led to lower SB frequency at posttreatment (sr² = .044, p = .048) and lower social anxiety at follow-up (sr² = .096, p = .005). Conclusions: These preliminary findings provide novel evidence for the importance of SBs in social anxiety and suggest text message SB reduction may be an effective, highly accessible intervention for individuals with social anxiety.",2389726682," Evidence Based Healthcare , Journal Article",2020
Predicting treatment failure in regular care Internet-Delivered Cognitive Behavior Therapy for depression and anxiety using only weekly symptom measures,"Objective: Therapist guided Internet-Delivered Cognitive Behavior Therapy (ICBT) is effective, but as in traditional CBT, not all patients improve, and clinicians generally fail to identify them early enough. We predict treatment failure in 12-week regular care ICBT for Depression, Panic disorder and Social anxiety disorder, using only patients' weekly symptom ratings to identify when the accuracy of predictions exceed 2 benchmarks: (a) chance, and (b) empirically derived clinician preferences for actionable predictions. Method: Screening, pretreatment and weekly symptom ratings from 4310 regular care ICBT-patients from the Internet Psychiatry Clinic in Stockholm, Sweden was analyzed in a series of regression models each adding 1 more week of data. Final score was predicted in a holdout test sample, which was then categorized into Success or Failure (failure defined as the absence of both remitter and responder status). Classification analyses with Balanced Accuracy and 95% Confidence intervals was then compared to predefined benchmarks. Results: Benchmark 1 (better than chance) was reached 1 week into all treatments. Social anxiety disorder reached Benchmark 2 (&gt; 65%) at week 5, whereas Depression and Panic Disorder reached it at week 6. Conclusions: For depression, social anxiety and panic disorder, prediction with only patient-rated symptom scores can detect treatment failure 6 weeks into ICBT, with enough accuracy for a clinician to take action. Early identification of failing treatment attempts may be a viable way to increase the overall success rate of existing psychological treatments by providing extra clinical resources to at-risk patients, within a so-called Adaptive Treatment Strategy.",2380036990, Journal Article,2020
A randomized clinical trial of mindfulness-based cognitive therapy for women with irritable bowel syndrome-Effects and mechanisms,"Objective: Irritable bowel syndrome (IBS) is a chronic disorder of brain–gut interaction. Previous studies suggest that mindfulness could be therapeutic for IBS patients, however no study has evaluated the effects of mindfulness-based cognitive therapy adapted for patients with IBS (MBCT-IBS). A 6-week MBCT-IBS course was designed to reduce symptoms and increase quality of life. This study aimed to evaluate the effects of MBCT-IBS and to investigate its therapeutic mechanisms in a randomized controlled trial. Method: Sixty-seven female patients with IBS were randomized to MBCT-IBS (MG; n = 36) or a waitlist (WL; n = 31) control condition. Patients completed standardized self-report measures of IBS symptom severity, IBS quality of life, maladaptive illness cognitions (catastrophizing, visceral anxiety sensitivity) and mindfulness at baseline, after 2 treatment sessions, at posttreatment, and at 6-week follow-up. Self-referential processing of illness and health was measured with an implicit association test (IAT). Results: The MG reported significantly greater reductions in IBS symptoms (p = .003) and improvements in quality of life (p &lt; .001) at follow-up compared with the WL. Changes in visceral anxiety sensitivity and pain catastrophizing at posttreatment and reductions in the IAT-score after 2 sessions combined with increases in nonjudgmental awareness at posttreatment mediated reductions in IBS symptoms. Conclusions: MBCT-IBS has the potential to reduce IBS symptoms and increase quality of life. MBCT-IBS may exert its effect on IBS symptoms via reducing maladaptive illness cognitions and activating changes in self-processing (reducing biases in self-referent processing of illness and health and increasing nonjudgmental awareness).",2380036482," Evidence Based Healthcare , Journal Article",2020
A Common Elements Approach to the Development of a Modular Cognitive Behavioral Theory for Chronic Loneliness,"Background: Loneliness is a transdiagnostic clinical phenomenon that can significantly impact mental health and well-being across the lifespan. Objective: The aim was to combine existing theory and evidence-based treatment approaches to propose a comprehensive transdiagnostic cognitive–behavioral analysis of the maintenance of chronic loneliness relevant across disorders, age groups, and populations. Method: A distillation and matching model-framework approach was taken to identify interventions designed to reduce loneliness. Eligible studies were coded for the presence of practice elements. The findings were combined with an analysis of the broader literature on loneliness and psychopathology to derive a comprehensive cognitive–behavioral analysis of the maintenance of loneliness over time across populations. Results: The search yielded 11 studies containing 14 practice elements with relative frequencies ranging from 7% to 64%. The identified practice elements target putative mechanisms such as negative interpersonal appraisals, anxiety, and social skills deficits. Counterproductive behavior and cognitive processes such as self-focused attention were identified as maintenance factors based on the broader literature. A modular transdiagnostic model with multiple pathways is proposed to be consistent with the existing theoretical and treatment literature. Conclusions: Combining the distillation and matching model framework with existing theory from the literature is a novel approach for developing a model of factors that maintain loneliness over time. The model has varying treatment implications for different populations including children with autism spectrum disorders and bereaved older adults. Targeting transdiagnostic processes has the potential to transform interventions for loneliness across a range of formats and settings.",2360026560, Journal Article,2020
A Multimethod Investigation of the Impact of Attentional Control on a Brief Intervention for Anxiety and Depression,"Objective: Anxiety sensitivity (AS; fear of anxiety) is a malleable risk factor for anxiety and depression. Brief computerized interventions, including elements of psychoeducation, interoceptive exposure, and cognitive bias modification (CBM) can reduce anxiety and depression through AS reductions. These interventions are not equally efficacious for all who receive them, suggesting the need to explore moderators. Attentional control (AC), the ability to regulate attentional processes by focusing and shifting attention as needed, has been linked to AS, anxiety, and depression suggesting that it may moderate treatment efficacy. The moderating effects of self-report and neurophysiological (i.e., theta/beta ratio, occipital alpha power) indices associated with AC processes on a brief AS-focused intervention were examined. Method: Participants (M age = 36.43, SD = 16.47; 57.5% female) were randomized to cognitive AS treatment (n = 67) or a repeated contact control (n = 60). Results: Occipital alpha power moderated the rate of change in AS across three weekly treatment sessions as well as the effects of the intervention on anxiety and depression symptoms at the 1-month follow-up. Lower alpha power was associated with a swifter reduction in AS symptoms and marginally lower levels of anxiety and depression at follow-up. AC indices were not correlated with each other. Conclusions: These findings present a novel hypothesis that lower AC as indexed by occipital alpha power might increase treatment gains in the context of a brief transdiagnostic treatment for anxiety and depression. These findings also highlight the need for external validity studies of AC indices.",2360026305, Journal Article,2020
Effects of Modifying Interpretation Bias on Transdiagnostic Repetitive Negative Thinking,"Objective: Repetitive negative thinking (RNT; e.g., worry and rumination) is common across emotional disorders, as is the tendency to generate negative interpretations (interpretation bias). Ameliorating negative interpretations via cognitive bias modification of interpretations (CBM-I) reduces worry/rumination, and improves mood in people diagnosed with generalized anxiety disorder (GAD) or depression. We investigated whether these findings generalize to high worry or rumination populations, irrespective of diagnosis, and whether effects are increased by enhancing emotional engagement with training with active generation of positive resolutions of ambiguity and imagery. Method: Community volunteers with excessive worry and/or rumination, who were above clinical cut-off on anxiety and/or depression measures, were allocated to an active control condition (n = 54), interpretation training condition with prior activation of RNT (CBM_RNT; n = 54), or training condition augmented with positive outcome generation and imagery (CBM_ENH; n = 53). Interpretation bias, RNT, and mood were assessed before and following 10 Internet-based sessions completed within a 1-month period. RNT and mood questionnaires were also completed at 1-month follow-up. Results: After training, both forms of CBM-I (vs. control) facilitated more positive interpretations and reduced negative intrusions during a worry task. At 1-month follow-up, anxiety, depression, RNT, and worry in the past week were lower in the CBM-I than control conditions, but not rumination or trait worry. Compared with standard CBM-I, the augmented form facilitated more positive interpretations, reduced negative intrusions after training, and reduced trait rumination at 1-month follow-up, but it did not augment effects on trait worry, anxiety or depression. Conclusions: Interpretation bias maintains transdiagnostic RNT and Internet-based CBM-I can reduce longer-term RNT.",2360025826, Journal Article,2020
The Breadth and Potency of Transdiagnostic Cognitive Risks for Psychopathology in Youth,"Objective: Multiple cognitive risks from different theoretical paradigms (dysfunctional attitudes, negative inferential style, self-criticism, dependency, brooding) predict depression, but may be transdiagnostic vulnerabilities for multiple psychopathologies. Risk factors can be identified as broadly transdiagnostic and relatively specific to psychopathological outcomes by organizing the common and specific aspects of each respective construct using latent bifactor models, and by examining links between dimensions of risk and psychopathology. This study evaluated (a) whether a bifactor model of cognitive vulnerabilities, including a general cognitive risk dimension (c factor) and several specific dimensions replicated in early adolescents (M age = 13.50 years) and extended to younger and older youth, and (b) how the general and specific cognitive risk dimensions related to the general psychopathology (p factor) and internalizing- and externalizing-specific dimensions. Method: Community youth (N = 571; 55% female) reported on cognitive risks; youth and a caregiver reported on psychopathologies (depression, anxiety, aggression, conduct, attention problems). Results: The cognitive risk bifactor model showed good fit and slight advantages over a correlated factors model. The bifactor model exhibited invariance across development and captured key associations that were identified when each individual cognitive risk was related to the bifactor model of psychopathology. The c factor strongly related to internalizing-specific, and moderately to the p factor and externalizing-specific dimensions. Specific cognitive risk dimensions (brooding, negative inferential style, dependency) related to all psychopathology dimensions. Conclusion: A general cognitive vulnerability (c factor) transdiagnostically associates with a breadth of psychopathologies and most potently to internalizing-specific among youth.",2360024947, Journal Article,2020
Who benefits the most from cognitive change in cognitive therapy of depression? A study of interpersonal factors,"Objective: Research suggests that decreases in negative cognitions coincide with symptom improvements over the course of cognitive therapy (CT) of depression, but the role cognitive change (CC) plays in reducing symptoms remains controversial. Method: A total of 126 adults (mean age = 31.7, SD = 13.35; 60% female; 83% Caucasian) participated in CT for depression. Patients completed the Beck Depression Inventory–II and the Immediate Cognitive Change Scale at each session. At intake evaluation, maladaptive personality traits (Personality Inventory for DSM–5, Brief Form) and interpersonal problems (Inventory of Interpersonal Problems, Short Version) were assessed via self-report, and social skills were assessed through patients' evaluation of their performance following a series of behavioral role-plays (standardized interaction task). To rule out between-patient differences as potential confounds, our model disaggregated within- and between-patient components of CC and depression scores. Results: Within-patient CC significantly predicted within-patient change in depressive symptoms. This relation was moderated by patients' evaluations of their social skills and patients' level of interpersonal problems, with CC predicting symptoms more robustly for patients with fewer perceived social skills and for those with greater interpersonal problems. Maladaptive personality traits did not emerge as a moderator. Additional analyses showed the relation of CC and symptom change was particularly strong among those with social anxiety disorder and among those observers rated as having lower social skills. Conclusions: CC in CT sessions appears to foster subsequent depressive symptom reduction, especially among patients with lower levels of self-evaluated social skills and greater interpersonal problems.",2348317906, Journal Article,2020
Effects of Safety Behavior Fading on Appearance Concerns and Related Symptoms,"Objective: Appearance-related safety behaviors (SBs; e.g., mirror checking, grooming) have been implicated in body dysmorphic disorder (BDD), eating disorders, and social anxiety disorder. The proposed project aimed to extend previous research efforts by exploring the experimental effects of reducing engagement in appearance-related SBs on appearance concerns and related symptoms. Method: Eighty-four undergraduate female participants with elevated appearance concerns were randomly assigned to a SB fading group or a no instructions control group. For 2 weeks, participants in the SB fading condition were sent daily reminders via text message to decrease their engagement in appearance-related SBs, whereas participants in the control group completed assessments only. Self-report assessments of study variables of interest were administered at baseline, midmanipulation, postmanipulation, and 2-week follow-up. Participants also completed an appearance-related in vivo stressor task at post, during which participants rated their reactivity to having their photographs taken from various angles. Results: Compared to the control group, the SB fading group exhibited significantly lower social anxiety, BDD symptoms, body dissatisfaction, and maladaptive cognitions at the postmanipulation and follow-up assessments. SB fading had stronger effects on BDD symptoms at postmanipulation among those high versus those low in baseline BDD symptoms. The SB fading group also showed less reactivity to some aspects of the in vivo appearance-related stressor task. Conclusions: This study provides strong evidence for the importance of appearance-related SBs in the maintenance of BDD and other disorders characterized by body image disturbances. Findings point to the potential utility of decreasing appearance-related SBs as a transdiagnostic treatment strategy.",2332079141, Journal Article,2020
Social Phobia Moderates the Outcome in the EVIDENT Study: A Randomized Controlled Trial on an Internet-Based Psychological Intervention for Mild to Moderate Depressive Symptoms,"Objective: Data from the EVIDENT trial were reanalyzed to examine whether specific anxiety-related comorbidities moderate the effect of an Internet intervention on depression outcome. Method: The EVIDENT study is a randomized controlled trial that included N = 1,013 participants with mild to moderate depressive symptoms (i.e., scores between 5 and 14 on the Patient Health Questionnaire−9 [PHQ-9]) who were randomized to a control group with access to care-as-usual (n = 504) or to an intervention group, which accessed the Internet intervention Deprexis adjunctively to care-as-usual (n = 509). Anxiety-related comorbidities (generalized anxiety disorder, social phobia, panic disorder, agoraphobia, panic disorder with agoraphobia, specific phobia, posttraumatic stress disorder, obsessive–compulsive disorder) were assessed with the Web Screening Questionnaire at baseline. Multilevel models were performed. Results: Twelve potential moderators (8 specific anxiety-related comorbidities, depression severity, and 3 previously identified moderators in the EVIDENT trial) were examined within 1 multilevel model, and only social phobia moderated the intervention effect on depression outcome (in favor of Deprexis). This moderating effect of social phobia did not depend on the other moderators' being included in the model. These results emerged for continuous PHQ-9 scores as well as for clinically important PHQ-9 changes as outcome (p &lt; .05). However, moderating effects did not reach small effect sizes, accounted for less than 1% of the variance in change in depressive symptoms, and showed limited reproducibility in randomly selected split halves. Conclusions: Deprexis appears to be most effective for participants with mild to moderate depressive symptoms and comorbid social phobia, but further replications of this finding are necessary.",2332078874," Evidence Based Healthcare , Journal Article",2020
