Title,Abstract,StoreId,documentType,year
"Evidence for Specific Associations Between Depressive Symptoms, Psychotic Experiences, and Suicidal Ideation in Chilean Adolescents From the General Population.","Associations between psychotic experiences and suicidal ideation are not yet fully understood, and the potential role of depressive symptoms in this relationship remains unclear. The current study examined relationships between depressive symptoms (DS), psychotic experiences (PE) and suicidal ideation (SI) using two complementary approaches on cross-sectional data from a community sample of adolescents aged 13-19 years (N = 1,591). First, we investigated the association between the three domains using mediation analysis, showing that depressive symptoms partly mediate the relationship between psychotic experiences and suicidal ideation. Second, we looked at associations between the three domains at item level using network analysis. Specific associations between symptoms of the three domains were found, indicating depressive symptoms of sadness, avolition, pessimism, and self-criticalness/worthlessness as the most central symptoms in the network. Suicidal ideation was associated with the depressive symptoms pessimism and worthlessness, to social anxiety, and to perceptual anomalies. Our results show that the mediating effect of depressive symptoms between psychotic experiences and suicidal ideation may be due to associations between specific aspects of SI, depressive symptoms and psychotic experiences. These findings can contribute to the planning of health services and programs aimed at the timely detection of psychopathology and suicidal risk in young people.",2489596077, Journal Article,2020
"Psychological Resilience, Mental Health, and Inhibitory Control Among Youth and Young Adults Under Stress.","Psychological resilience allows one to cope successfully with adversities occurring during stressful periods, which may otherwise trigger mental illness. Recent models suggest that inhibitory control (IC), the executive control function which supports our goal-directed behavior and regulates our emotional response, may underlie resilience. However, the ways in which this is manifested during stressful situations in real life is still unclear. Here, we examined the relationship between IC, psychological resilience, psychological distress, and anxiety among 138 female and male participants in a stressful situation: during their initial combat training in the military. Using a mobile app, we assessed IC using emotional and non-emotional variations of the Go/No-Go task. Psychological resilience, psychological distress, and anxiety were assessed using mobile versions of self-report questionnaires. We found that psychological resilience is significantly correlated with non-emotional IC (r = 0.24, p &lt; 0.005), but not with emotional IC; whereas, psychological distress and anxiety are correlated with emotional IC (r = -0.253, p &lt; 0.005 and r = -0.224, p &lt; 0.01, for psychological distress and anxiety, respectively), but not with non-emotional IC. A regression model predicting emotional IC confirmed non-emotional IC and distress as unique contributors to the variance, but not psychological distress. In addition, associations between psychological distress and emotional IC were found only for female participants. Collectively, the results clarify the link between IC, resilience, and mental health in real-life stressful situations, showing separate mechanisms of IC involved in resilience on the one hand, and mental health on the other hand. These results have implications for building mobile resilience interventions for youth and young adults facing stressful situations.",2489595106, Journal Article,2020
Study of the SCL-90 Scale and Changes in the Chinese Norms.,"Objective: This study aimed to investigate the Chinese norms for the Symptom Checklist 90 (SCL-90) scale and its application. Methods: In total, 7,489 adults from Tianjin and Qingdao in China were included. Their data were compared with the norm data of 1,388 people published by Jin et al., the combined norms published by Tang et al., the data of 2,808 adults published by Chen and Li, and the data of 1,890 adults from Tong in China. Results: In five different periods, notable changes were observed in each factor of the SCL-90 that significantly differed from the previous norms. The scores of each factor showed an increasing annual trend. Compulsion consistently obtained the highest scores, and phobia consistently obtained the lowest scores. The scores tended to decrease from compulsion to anxiety, and psychosis scored lower than paranoia. There was a significant difference in the detection rate between the critical screening value of two points and the standard score. Using the standard score as the critical value, the detection rate ranged between 13 and 16% and was relatively concentrated. Using two points as the critical value, the detection rate ranged between 38 and 50%. Conclusion: The usual model in China is not consistent with social development. Using two points as the critical value is no longer suitable for the SCL-90. New Chinese norms and measurement standards should be developed. The mean value plus one standard deviation could be used as the new measurement standard.",2489595085, Journal Article,2020
Problematic Smartphone Use-Comparison of Students With and Without Problematic Smartphone Use in Light of Personality.,"Background: As a device with multiple functions, a smartphone become more and more relevant in everyday life. However, this goes along with an increase in reports about smartphone addiction and its unwanted consequences. One of the most important variables in the etiopathogenesis of addictive smartphone use is personality. Objective: This study aimed to investigate predictors of problematic smartphone use. Clinically relevant differences in personality, psychopathology, and social support between students with and without problematic smartphone use were investigated. Method: All currently enrolled students at the Sigmund Freud University in Vienna (N = 1,836) were surveyed. Response rate was 27.07% (N = 497, age: M = 19.6, SD = 8.04). The Smartphone Addiction Scale (SPAS), the 10-Item Big Five Inventory (BFI-10), the Brief Symptom Inventory (BSI-18), and a questionnaire on social support (F-SozU-K-14) were used. Results: A total of 75 students (15.1% of the total sample) showed problematic smartphone use. In terms of personality, respondents with problematic smartphone use showed significantly higher values for extraversion and neuroticism compared than non-addicted users. Students with problematic smartphone use showed significantly higher levels in terms of depression and anxiety. Contrary to expectations, individuals with problematic smartphone use showed significantly higher values for perceived social support than with individuals without problematic smartphone use. Discussion: Therapy for problematic smartphone use should be carried out taking into account discussed, important etiological factors, such as personality.",2489594927, Journal Article,2020
Depressive-Like Behaviors Induced by Chronic Social Defeat Stress Are Associated With HDAC7 Reduction in the Nucleus Accumbens.,"Persistent symptoms of depression indicate the adaptive involvement of stable molecules in the brain that may be manifested at the level of chromatin remodeling, such as histone acetylation. Former studies have identified alterations in histone acetylation and deacetylation in several animal models about depression. However, the specific histone deacetylases related with depression are needed to be explored. Here, social avoidance behaviors, anxiety-, and depression-like behaviors were all found in mice suffered from chronic social defeat stress. Moreover, we also discovered that the amount of the class II histone deacetylase, HDAC7 rather than HDAC2, was significantly decreased in the nucleus accumbens of defeated mice, which suggested that HDAC7 might be a crucial histone deacetylase in a chronic social defeat stress model. Our data showed that the depressive-like behaviors induced by chronic social defeat stress were associated with HDAC7 reduction in nucleus accumbens. HDAC7 might be a promising therapeutic target for depression.",2489252992, Journal Article,2020
Early-Life Neglect Alters Emotional and Cognitive Behavior in a Sex-Dependent Manner and Reduces Glutamatergic Neuronal Excitability in the Prefrontal Cortex.,"Early-life neglect in critical developmental periods has been associated with emotional and cognitive consequences. Maternal separation (MS) has been commonly used as a rodent model to identify the developmental effects of child neglect. However, reports have shown considerable variability in behavioral results from MS studies in both mice and rats. Difficulties in developing reliable child neglect models have impeded advances in identifying the effects of early-life stress. Accumulating evidence shows that neuronal intrinsic excitability plays an important role in information processing and storage in the brain. The prefrontal cortex (PFC) integrates information from many cortical and subcortical structures. No studies to date have examined the impact of early-life stress on glutamatergic neuronal excitability in the PFC. This study aimed to develop a reliable child neglect rat model and observe glutamatergic neuronal excitability in the PFC. An MS with early weaning (MSEW) rat model was developed. Rats were separated from the dam for 4 h per day on postnatal days (PNDs) 2-5 and for 8 h per day on PNDs 6-16 and then weaned on PND 17. A battery of behavioral tests was used to assess anxiety-like behavior, coping behavior, working memory, spatial reference memory, and fear memory. The action potentials (APs) of glutamatergic neuronal membranes were recorded. MSEW resulted in anxiety-like behavior, a passive coping strategy and increased fear memory in male rats and decreased locomotor activity in both sexes. MSEW slightly impaired working memory during non-stressful situations in female rats but did not change spatial reference memory or associative learning under stressful circumstances in either sex. MSEW reduced the number of glutamatergic neuron APs in male rats. Our findings showed that MS with early weaning induced anxiety-like behavior in male rats. The reduced glutamatergic neuronal excitability may be associated with the emotional alteration induced by MSEW in male rats. In addition, MSEW induced adaptive modification, which depended on a non-stressful context.",2489252937, Journal Article,2020
"Impulsivity, Lack of Premeditation, and Debts in Online Gambling Disorder.","Background and Objectives: Gambling disorder (GD) is a recurrent and persistent problematic gambling behavior that impairs multiple areas of an individual's life. GD can persist through two modes: online or offline. This study aims to compare sociodemographic, clinical, and psychological characteristics between treatment-seeking online and offline gamblers and analyze the effect of the gambling mode (online or offline) on anxiety, depression, impulsivity, and debts. Methods: Seventy-nine treatment-seeking gamblers (96.2% males), who were simultaneously receiving treatment at a specialized Pathological Gambling and Behavioral Addictions Unit, participated in this study. The sample was divided into two subsamples: online (n = 29, 100% males) and offline (n = 50, 94% males); the characteristics of these two groups were compared and analyzed using Chi-Square test (χ2), t-Test or Mann-Whitney U-test (p &lt; 0.05). Multiple linear regression analyses were performed to determine the effects of gambling mode on significant variables (lack of premeditation and debts). Results: The online sample with a mean age of 29.4 years mainly chose to engage in sports betting (45%, p &lt; 0.05) and showed a higher lack of premeditation levels (25.8 points, p &lt; 0.05) than the offline sample. In addition, the online sample was younger with respect to their onset to gambling (20.2 years, p &lt; 0.05) and the beginning of their gambling problems (25 years, p &lt; 0.05) compared to the offline sample. Online gambling increased the levels of lack of premeditation by an average of 5.43 points compared to offline gambling (p &lt; 0.05). Accumulated debts of the online sample were lower (€11,000) than those of the offline sample (€12,000). However, the interaction between age and gambling mode revealed that online gamblers increased their debt amounts with age at an average increase of €2,726.33 per year compared to offline gamblers (p &lt; 0.05). No significant influence of gambling mode was found on GD severity, anxiety, and depression levels. Conclusions: Gambling mode has a significant relationship with lack of premeditation-a component of impulsivity-and accumulation of debts in treatment-seeking people with GD; however, no relationship was found with the rest of the variables analyzed. Future research with larger samples is needed to confirm these findings.",2487433256, Journal Article,2020
A Virtual Reality Game to Assess OCD Symptoms.,"Background: Symptoms of obsessive-compulsive disorder (OCD) are often underreported by patients and mainly triggered in the patients private domain, making it harder for clinicians to recognize OCD. Virtual reality (VR) can be used to assess OCD symptoms in the clinician's office. We developed a VR game in order to provoke subjective and physiological OCD symptoms. We hypothesize that (1) the VR game provokes more OCD symptoms in patients compared to healthy controls, (2) performing virtual compulsions leads to a reduction in emotional responses in OCD patients and that (3) the severity of VR game provoked symptoms correlates with severity of OCD symptoms. Methods: Participants played the VR game on a laptop while physiological measures were recorded simultaneously. We measured emotional responses, virtual compulsions and physiological arousal in response to our VR game in 26 OCD patients and 26 healthy controls. We determined correlations between emotional responses, virtual compulsions and OCD severity. Results: We found higher levels of VR-provoked anxiety (U = 179.5, p = 0.004) and virtual compulsions in OCD patients compared to healthy controls (p = 0.001). There was a significant reduction in emotional responses after performing virtual compulsions in the OCD patients. The emotional responses and virtual compulsions did not correlate significantly with Y-BOCS scores. A baseline difference between patients and healthy controls was found in heart rate variability (HRV), but no significant change in HRV, heartrate and skin conductance was found during the VR game Conclusions: Our study clearly shows our OCD VR game is capable of provoking more anxiety and virtual compulsions in patients with OCD compared to healthy controls. Providing a direct patient-rated measurement in the clinicians room, the VR game could help in assessing core OCD symptoms and recognizing OCD. Clinical Trial Registry Number: Netherlands Trial Register NTR5935.",2487432809, Journal Article,2020
The Mental Well-Being of Frontline Physicians Working in Civil Wars Under Coronavirus Disease 2019 Pandemic Conditions.,"Background and Objective: Emergency medical physicians are regarded as essential frontline staff in combating the coronavirus disease 2019 (COVID-19) pandemic. These health-care workers are faced with significant stressors in addition to the usual stress felt in their regular work. Therefore, this study aimed to examine the prevalence of anxiety, depression, and burnout among emergency physicians on the frontline of the COVID-19 pandemic. Method: Using a cross-sectional study methodology, we surveyed physicians active on April 2020 to study depression and anxiety [using Hospital Anxiety and Depression Scale (HADS)] and burnout [using the Abbreviated Maslach Burnout Inventory (aMBI) scale]. Results: A total of 154 emergency physicians completed the survey. We found that about 65.6% of patients were experiencing anxiety (based on a HADS score ≥ 11), and 73.4% were displaying depressive symptoms. For burnout, three subscales indicated that 67.5% endured emotional exhaustion, and 48.1% experienced depersonalization (defined as a score of ≥10 on aMBI). A total of 21.4% of respondents perceived a sense of personal underachievement, defined as a score of &lt;10 via aMBI. Conclusion: Physicians' psychological status is crucial and plays a major role in their well-being, affecting their work satisfaction. Therefore, implementing strategies aimed at decreasing the impact of stressful events is crucial to alleviate the distress experienced by physicians on the frontline of the COVID-19 pandemic.",2487156771, Journal Article,2020
A Key Factor for Psychosomatic Burden of Frontline Medical Staff: Occupational Pressure During the COVID-19 Pandemic in China.,"The global outbreak of COVID-19 has severely affected the entire population, especially healthcare staff on the frontline, who bear heavy psychosomatic burdens. A cross-sectional study was conducted with 723 participants in China from April 26 to May 9, 2020. We evaluated the psychosomatic status, including depression, anxiety, quality of life, somatic symptoms, stress, sleep disturbances, and posttraumatic stress symptoms in different exposure groups. We explored the risk factors that affect psychosomatic burdens and analyzed the relationship between psychosomatic problems and medical occupations. We found that the psychosomatic burdens of medical staff were significantly greater than those of non-medical staff (p &lt; 0.01) and were positively related with the number of COVID-19 patients they came in contact with. Occupational pressure was a key factor for healthcare staff's psychosomatic problems (p &lt; 0.01 for quality of life, somatic symptoms, anxiety, depression, stress; p = 0.012 for sleep disturbances), and it had a strong canonical correlation (p &lt; 0.01). Workload and time allocation (WTA), one of the subdimensional indicators of occupational pressure, was strongly correlated with psychosomatic indicators. We suggest that rationalization of WTA is a desirable approach for anti-epidemic medical employees to alleviate psychosomatic burdens. Public health interventions should be undertaken to reduce the occupational pressure on this special population, which is critical for mitigation. This study presents results regarding the psychosomatic burdens of the healthcare workforce related to occupational pressure and provides multilevel data with groups of different exposure risks for policymakers to protect medical personnel. These findings draw attention to the working environments of healthcare workers and provide applicable results for clinical practice.",2486462002, Journal Article,2020
Mental Health Outcomes Amongst Health Care Workers During COVID 19 Pandemic in Saudi Arabia.,"Objectives: The study aimed to assess the mental health outcomes and associated factors among health care workers during COVID 19 in Saudi Arabia. Design, Setting, and Participants: We conducted a cross-sectional survey of health care workers from tertiary care and ministry of health Centers across the Central, Eastern, and Western regions of Saudi Arabia. There were 1,130 participants in the survey, and we collected demographic and mental health measurements from the participants. Primary Outcomes and Measures: The magnitude of symptoms of depression, anxiety, and insomnia was measured using the original version of 9-item patient health questionnaire (PHQ-9), the 7-item generalized anxiety disorder scale (GAD-7), and 7-item insomnia severity index (ISI). We use the multiple logistic regression analysis to identify the associated risk factors of individual outcomes. Results: The scores on the PHQ-9 showed that the largest proportion of health care workers (76.93%) experienced only normal to mild depression (50.83 and 26.1%, respectively). The scores on the GAD-7 showed that the largest proportion of health care workers (78.88%) experienced minimal to mild anxiety (50.41 and 28.47%, respectively). The scores on the ISI showed that the largest proportion of health care workers (85.83%) experienced absence to subthreshold insomnia (57.08 and 28.75%, respectively). The risk factors for depression in health care workers were Saudi, living with family, working from an isolated room at home and frontline worker. For anxiety, being female was risk factor and for insomnia, being frontline worker was risk factor. Conclusion: It was observed that the symptoms of depression, anxiety, and insomnia were reported in a lower proportion of health care workers in our study. The participants who were female, frontline workers, Saudi, living with family, and working from home in isolated rooms were predisposed to developing psychological disorders.",2484167361, Journal Article,2020
