Title,Abstract,StoreId,documentType,year
Levels of early-childhood behavioral inhibition predict distinct neurodevelopmental pathways to pediatric anxiety,"Background Anxiety symptoms gradually emerge during childhood and adolescence. Individual differences in behavioral inhibition (BI), an early-childhood temperament, may shape developmental paths through which these symptoms arise. Cross-sectional research suggests that level of early-childhood BI moderates associations between later anxiety symptoms and threat-related amygdala–prefrontal cortex (PFC) circuitry function. However, no study has characterized these associations longitudinally. Here, we tested whether level of early-childhood BI predicts distinct evolving associations between amygdala–PFC function and anxiety symptoms across development. Methods Eighty-seven children previously assessed for BI level in early childhood provided data at ages 10 and/or 13 years, consisting of assessments of anxiety and an fMRI-based dot-probe task (including threat, happy, and neutral stimuli). Using linear-mixed-effects models, we investigated longitudinal changes in associations between anxiety symptoms and threat-related amygdala–PFC connectivity, as a function of early-childhood BI. Results In children with a history of high early-childhood BI, anxiety symptoms became, with age, more negatively associated with right amygdala–left dorsolateral-PFC connectivity when attention was to be maintained on threat. In contrast, with age, low-BI children showed an increasingly positive anxiety–connectivity association during the same task condition. Behaviorally, at age 10, anxiety symptoms did not relate to fluctuations in attention bias (attention bias variability, ABV) in either group; by age 13, low-BI children showed a negative anxiety–ABV association, whereas high-BI children showed a positive anxiety–ABV association. Conclusions Early-childhood BI levels predict distinct neurodevelopmental pathways to pediatric anxiety symptoms. These pathways involve distinct relations among brain function, behavior, and anxiety symptoms, which may inform diagnosis and treatment.",2333551774, Journal Article,2020
Effort valuation and psychopathology in children and adults,"Background The Research Domain Criteria initiative was launched by the US National Institute of Mental Health to establish a multi-level framework for understanding psychological constructs relevant to human psychiatric disorders, and identified ‘effort valuation/willingness to work’ as a clinically useful construct worthy of further study. This construct encompasses the processes by which the cost(s) of obtaining an outcome are calculated, and the tendency to overcome response costs to obtain a reinforcer. The current study aims to examine effort valuation as a correlate of psychopathology in children and adults, and the moderating effects of sex on this relationship. Methods Participants were 1215 children aged 6–12 and their parents ( n = 1044). All participants completed the Effort Expenditure for Rewards Task as a measure of effort expenditure. Child psychopathology was measured via the Child Behavior Checklist, while adult psychopathology was measured via the Adult Self Report. Additionally, the Social Adjustment Inventory for Children and Adolescents and Injury Behavior Checklist were used to examine child social impairments/problem behaviors. Results In children, significant interactions between reward sensitivity and sex were observed in association with anxiety and thought problems, specifically at low reward sensitivity levels. In adults, main effects of effort expenditure were seen in drug and alcohol abuse, where higher effort was associated with higher degrees of abuse. Conclusions These results establish effort valuation as a relevant psychological construct for understanding psychopathology, but with different profiles of associated psychopathology across sex in children and adults.",2338502547, Journal Article,2019
Translating GWAS findings into therapies for depression and anxiety disorders: gene-set analyses reveal enrichment of psychiatric drug classes and implications for drug repositioning,"Background Depression and anxiety disorders (AD) are the first and sixth leading causes of disability worldwide. Despite their high prevalence and significant disability resulted, there are limited advances in new drug development. Recently, genome-wide association studies (GWAS) have greatly advanced our understanding of the genetic basis underlying psychiatric disorders. Methods Here we employed gene-set analyses of GWAS summary statistics for drug repositioning. We explored five related GWAS datasets, including two on major depressive disorder (MDD2018 and MDD-CONVERGE, with the latter focusing on severe melancholic depression), one on AD, and two on depressive symptoms and neuroticism in the population. We extracted gene-sets associated with each drug from DSigDB and examined their association with each GWAS phenotype. We also performed repositioning analyses on meta-analyzed GWAS data, integrating evidence from all related phenotypes. Results Importantly, we showed that the repositioning hits are generally enriched for known psychiatric medications or those considered in clinical trials. Enrichment was seen for antidepressants and anxiolytics but also for antipsychotics. We also revealed new candidates or drug classes for repositioning, some of which were supported by experimental or clinical studies. For example, the top repositioning hit using meta-analyzed p values was fendiline, which was shown to produce antidepressant-like effects in mouse models by inhibition of acid sphingomyelinase. Conclusion Taken together, our findings suggest that human genomic data such as GWAS are useful in guiding drug discoveries for depression and AD.",2338502036, Journal Article,2019
Principal component analysis and brain-based predictors of emotion regulation in anxiety and depression,"Background Reappraisal, an adaptive emotion regulation strategy, is associated with frontal engagement. In internalizing psychopathologies (IPs) such as anxiety and depression frontal activity is atypically reduced suggesting impaired regulation capacity. Yet, successful reappraisal is often demonstrated at the behavioral level. A data-driven approach was used to clarify brain and behavioral relationships in IPs. Methods During functional magnetic resonance imaging, anxious [general anxiety disorder ( n = 43), social anxiety disorder ( n = 72)] and depressed ( n = 47) patients reappraised negative images to reduce negative affect (‘ReappNeg’) and viewed negative images (‘LookNeg’). After each trial, the affective state was reported. A cut-point (i.e. values &lt;0 based on ΔReappNeg-LookNeg) demarcated successful reappraisers. Neural activity for ReappNeg-LookNeg, derived from 37 regions of interest, was submitted to Principal Component Analysis (PCA) to identify unique components of reappraisal-related brain response. PCA factors, symptom severity, and self-reported habitual reappraisal were submitted to discriminant function analysis and linear regression to examine whether these data predicted successful reappraisal (yes/no) and variance in reappraisal ability. Results Most patients (63%) were successful reappraisers according to the behavioral criterion (values&lt;0; ΔReappNeg-LookNeg). Discriminant function analysis was not significant for PCA factors, symptoms, or habitual reappraisal. For regression, more activation in a factor with high loadings for frontal regions predicted better reappraisal facility. Results were not significant for other variables. Conclusions At the individual level, more activation in a ‘frontal’ factor corresponded with better reappraisal facility. However, neither brain nor behavioral variables classified successful reappraisal (yes/no). Findings suggest individual differences in regions strongly implicated in reappraisal play a role in on-line reappraisal capability.",2338990986, Journal Article,2019
Childhood determinants of suicidality: comparing males in military and civilian employed populations,"Background To better understand the associations of childhood trauma and childhood disorder with past-year suicidality (thoughts, plans or attempts), we compared male military and civilian populations aged 18–60 years old. Methods Data derived from the 2010 Australian Defence Force (ADF) Mental Health Prevalence and Wellbeing Study and the 2007 Australian Bureau of Statistics Australian National Survey of Mental Health and Wellbeing were compared using logistic regression and Generalized Structural Equation Modelling (GSEM). Results A greater proportion of the ADF experienced suicidality than civilians. Those who experienced childhood trauma that was not interpersonal in nature were not at increased odds of suicidality, in either population. A higher proportion of the ADF experienced three or more types of trauma in childhood and first experienced three or more types of trauma in adulthood. Both were associated with suicidality in the ADF and civilians. Childhood anxiety had a strong and independent association with suicidality in the ADF (controlling for demographics and childhood trauma, adult trauma and adult onset disorder). Childhood anxiety fully mediated the relationship between childhood trauma and suicidality in the ADF, but not in civilians. Conclusions These data highlight the need to take a whole life approach to understanding suicidality, and the importance of categorizing the nature of childhood trauma exposure. Importantly, childhood anxiety was not only associated with suicidality, it fully mediated the relationship between childhood trauma and suicidality in the more trauma exposed (military) population only. These findings have the potential to inform the development of strategies for suicide prevention.",2338990450, Journal Article,2019
Pre-loss personal factors and prolonged grief disorder in bereaved mothers,"Background Identifying characteristics of individuals at greatest risk for prolonged grief disorder (PGD) can improve its detection and elucidate the etiology of the disorder. The Safe Passage Study, a study of women at high risk for sudden infant death syndrome (SIDS), prospectively examined the psychosocial functioning of women while monitoring their healthy pregnancies. Mothers whose infants died of SIDS were followed in bereavement. Methods Pre-loss data were collected from 12 000 pregnant mothers and analyzed for their associations with grief symptoms and PGD in 50 mothers whose infants died from SIDS, from 2 to 48 months after their infant's death, focusing on pre-loss risk factors of anxiety, depression, alcohol use, maternal age, the presence of other living children in the home, and previous child loss. Results The presence of any four risk factors significantly predicted PGD for 24 months post-loss ( p &lt; 0.003); 2–3 risk factors predicted PGD for 12 months ( p = 0.02). PGD rates increased in the second post-loss year, converging in all groups to approximately 40% by 3 years. Pre-loss depressive symptoms were significantly associated with PGD. Higher alcohol intake and older maternal age were consistently positively associated with PGD. Predicted risk scores showed good discrimination between PGD and no PGD 6–24 months after loss ( C -statistic = 0.83). Conclusions A combination of personal risk factors predicted PGD in 2 years of bereavement. There is a convergence of risk groups to high rates at 2–3 years, marked by increased PGD rates in mothers at low risk. The risk factors showed different effects on PGD.",2338989080, Journal Article,2019
"Performance anxiety in professional musicians: a systematic review on prevalence, risk factors and clinical treatment effects","Music performance anxiety (MPA) is one of the most common disorders among professional musicians, nevertheless, little is known about the disease. With this systematic review, prevalence, risk factors and treatment procedures for MPA were assessed, and for the first time, quality assessments were carried out for all studies using standardized assessment tools. A systematic literature search was conducted via search algorithms in the databases MEDLINE, EMBASE, CINAHL, PsycArticles, PsycInfo and ERIC. Included were case reports, case–control, cohort, cross-sectional and intervention studies examining professional musicians with MPA. For quality assessment, adapted tools of the National Heart, Lung, and Blood Institute were used. A total of 43 studies were included (10 case reports, 21 intervention, 11 cross-sectional, one cohort study). Quality ratings ranged from −11 to 6 out of a maximum of 15/16 points for cross-sectional/cohort studies and −4 to 11 out of 18 points for intervention studies. The prevalence of MPA was between 16.5% and 60%. More women than men were affected and musicians older than 45–50 years reported less MPA than younger musicians. Regarding treatment cognitive behavioural therapy (CBT) and β -blockers were most often researched with beneficial results for CBT. However, studies with adequate control groups for CBT interventions are needed to clarify its efficacy. Studies showed methodological weaknesses, especially in the selection of participants, recording of influencing factors, blinding of interventions, randomization of participants and analysis of comorbidity. Recommendations for further research are made.",2338989044," Evidence Based Healthcare , Journal Article",2019
Body mass index in midlife and risk of attempted suicide and suicide: prospective study of 1 million UK women,"Background High body mass index (BMI) has been associated with lower risks of suicidal behaviour and being underweight with increased risks. However, evidence is inconsistent and sparse, particularly for women. We aim to study this relationship in a large cohort of UK women. Methods In total 1.2 million women, mean age 56 ( s.d. 5) years, without prior suicide attempts or other major illness, recruited in 1996–2001 were followed by record linkage to national hospital admission and death databases. Cox regression yielded relative risks (RRs) and 95% confidence intervals (CIs) for attempted suicide and suicide by BMI, adjusted for baseline lifestyle factors and self-reported treatment for depression or anxiety. Results After 16 ( s.d. 3) years of follow-up, 4930 women attempted suicide and 642 died by suicide. The small proportion (4%) with BMI &lt;20 kg/m 2 were at clearly greater risk of attempted suicide (RR = 1.38, 95% CI 1.23–1.56) and suicide (RR = 2.10, 1.59–2.78) than women of BMI 20–24.9 kg/m 2 ; p &lt; 0.0001 for both comparisons. Small body size at 10 and 20 years old was also associated with increased risks. Half the cohort had BMIs &gt;25 kg/m 2 and, while risks were somewhat lower than for BMI 20–24.9 kg/m 2 (attempted suicide RR = 0.91, 0.86–0.96; p = 0.001; suicide RR = 0.79, 0.67–0.93; p = 0.006), the reductions in risk were not strongly related to level of BMI. Conclusions Being underweight is associated with a definite increase in the risk of suicidal behaviour, particularly death by suicide. Residual confounding cannot be excluded for the small and inconsistent decreased risk of suicidal behaviour associated with being overweight or obese.",2293662474, Journal Article,2019
The roles of early-life adversity and rumination in neural response to emotional faces amongst anxious and depressed adults,"Background Early-life adversity (ELA) is a risk factor for internalizing psychopathology (IP). ELA is also linked to alterations in neural phenotypes of emotion processing and maladaptive emotion regulatory strategies, such as ruminative brooding, in adulthood. We therefore expected that ELA would predict cortical brain activation to emotional faces in transdiagnostic IP and in turn, mediate the extent of rumination amongst patients with IPs and ELA (IP + ELA). Method One hundred and thirty-two individuals, including 102 treatment-seeking adults with heterogeneous IPs and 30 healthy controls (HCs) performed an Emotional Face-Matching Task during functional magnetic resonance imaging. Whole-brain analyses compared HC ( n = 30), IP ( n = 52), and IP + ELA ( n = 50) neural responses to emotional (angry, fearful, happy, and sad) faces v. shapes, controlling for depression and anxiety symptoms. Parameter estimates of activation were extracted for significant between-group differences and tested as a mediator of ruminative brooding in IP + ELA. Results IP + ELA demonstrated increased activation in the superior frontal gyrus and anterior cingulate cortex (fear), superior parietal lobule, precuneus, posterior cingulate, and inferior temporal gyrus (fear only), and cuneus (fear and angry). These regions were preferentially correlated with ruminative brooding in IP + ELA, many of which mediated the link between IP + ELA and ruminative brooding. Conclusions Results provide evidence that ELA history amongst IP patients augments engagement of brain regions involved in emotion processing, above and beyond what is accounted for by current symptoms. Though longitudinal designs are needed, alterations in the neural correlates of maladaptive processing of socio-emotional information may be a common pathway by which ELA poses risk for psychopathology.",2293661376, Journal Article,2019
Racial/ethnic variation in trauma-related psychopathology in the United States: a population-based study,"Background The prevalence of mental disorders among Black, Latino, and Asian adults is lower than among Whites. Factors that explain these differences are largely unknown. We examined whether racial/ethnic differences in exposure to traumatic events (TEs) or vulnerability to trauma-related psychopathology explained the lower rates of psychopathology among racial/ethnic minorities. Methods We estimated the prevalence of TE exposure and associations with onset of DSM-IV depression, anxiety and substance disorders and with lifetime post-traumatic stress disorder (PTSD) in the Collaborative Psychiatric Epidemiology Surveys, a national sample ( N = 13 775) with substantial proportions of Black (35.9%), Latino (18.9%), and Asian Americans (14.9%). Results TE exposure varied across racial/ethnic groups. Asians were most likely to experience organized violence – particularly being a refugee – but had the lowest exposure to all other TEs. Blacks had the greatest exposure to participation in organized violence, sexual violence, and other TEs, Latinos had the highest exposure to physical violence, and Whites were most likely to experience accidents/injuries. Racial/ethnic minorities had lower odds ratios of depression, anxiety, and substance disorder onset relative to Whites. Neither variation in TE exposure nor vulnerability to psychopathology following TEs across racial/ethnic groups explained these differences. Vulnerability to PTSD did vary across groups, however, such that Asians were less likely and Blacks more likely to develop PTSD following TEs than Whites. Conclusions Lower prevalence of mental disorders among racial/ethnic minorities does not appear to reflect reduced vulnerability to TEs, with the exception of PTSD among Asians. This highlights the importance of investigating other potential mechanisms underlying racial/ethnic differences in psychopathology.",2293660572, Journal Article,2019
Meditation techniques &lt;i&gt;v&lt;/i&gt;. relaxation therapies when treating anxiety: a meta-analytic review,"To what extent meditation techniques (which incorporate practices to regulate attention, construct individual values, or deconstruct self-related assumptions), are more or less effective than relaxation therapy in the treatment of anxiety, is not clear. The aim of this study was to examine the effectiveness of meditation compared to relaxation in reducing anxiety. A systematic review from PubMed, Embase, PsycInfo and the Cochrane Central was conducted. A meta-analysis of 14 RCTs ( n = 862 participants suffering from anxiety disorders or high trait anxiety) was performed. Effect sizes (ESs) were determined by Hedges’ g . Heterogeneity, risk of publication bias, quality of studies/interventions, and researcher allegiance, were evaluated. Meditation techniques incorporated attentional elements, and five of them also added constructive practices. No studies were found using deconstructive exercises. The overall ES was g = −0.23 [95% confidence interval (CI) −0.40 to −0.07], favouring meditation (number needed to treat = 7.74). Heterogeneity was low ( I 2 = 2; 95% CI 0 to 56). There was no evidence of publication bias, but few studies and interventions were of high quality, and allegiance might be moderating results. Meditation seems to be a bit more effective than relaxation in the treatment of anxiety, and it might also remain more effective at 12-month follow-up. However, more research using the full spectrum of meditation practices to treat different anxiety disorders, including independent studies to avoid researcher allegiance, is needed if we are to have a precise idea of the potential of these techniques compared to relaxation therapy.",2293660409, Journal Article,2019
Examining the link between prior suicidality and subsequent suicidal ideation among high-risk US military service members,"Background Research is needed to identify the factors that explain the link between prior and future suicidality. This study evaluated possible mediators of the relationship between: (1) the severity of prior suicidality and (2) suicidal ideation severity at 3-month follow-up among a sample of high-risk military personnel. Methods US military service members referred to or seeking care for suicide risk ( N = 624) completed self-report psychiatric domain measures and a clinician interview assessing prior suicidality severity at baseline. Three months later, participants completed a self-report measure of suicidal ideation severity. Three separate percentile bootstrap mediation models were used to examine psychiatric factors (i.e. alcohol abuse, anxiety sensitivity, hopelessness, insomnia, posttraumatic stress symptoms, suicidal ideation, and thwarted belongingness) as parallel mediators of the relationship between prior suicidality severity (specifically, suicidal ideation, suicide attempt, and overall suicidality – i.e. ideation/attempt severity combined) at baseline and suicidal ideation severity at follow-up. Results Hopelessness, specifically, and the total effect of all mediators, each significantly accounted for the relationship between prior suicidality severity and subsequent ideation severity across models. In the models with attempt severity and overall suicidality severity as predictors, thwarted belongingness was also a significant mediator. Conclusions Hopelessness, thwarted belongingness, and overall severity of psychiatric indices may explain the relationship between prior suicidality severity and future suicidal ideation severity among service members at elevated suicide risk. Research is needed to replicate these findings and examine other possible mediators.",2293659730, Journal Article,2019
Toward a paradigm shift in treatment and research of mental disorders,"According to these meta-analyses, presently most patients do not remit and about 50% or more do not respond to the available treatments. For depressive and anxiety disorders, placebo response rates range between 35% and 40% (Furukawa et al., 2016; Li et al., 2017; Williams et al., 2017). [...]the difference in response rates in comparison to placebo is between 10% and 15%, indicating small effect sizes in terms of success rate differences, corresponding to SMDs between 0.20 and &lt;0.30 (Kraemer and Kupfer, 2006). Overall, while a certain proportion of patients (who cannot be identified in advance) does benefit from available treatments, most patients do not remit and at least half of the patients do not respond to the available treatments (Cuijpers et al., 2014; Leucht, 2014; Li et al., 2017; Springer et al., 2018). [...]results for the efficacy of psychotherapy and pharmacotherapy are sobering, indicating only a small incremental gain over TAU or placebo and limited rates for remission and response. Conclusions Mental disorders were found to be associated with a ‘trillion-dollar brain drain’ (Gustavsson et al., 2011; Smith, 2011; Patel et al., 2018) which, as shown above, is presently not effectively addressed by the available treatments and research strategies. [...]improving treatment strategies for mental disorders can be regarded as a central health challenge of the twenty-first century.",2293658763, Editorial,2019
"Clinical, personality, and neurodevelopmental phenotypes in borderline personality disorder: a family study","Background Borderline personality disorder (BPD) is characterized by a heterogeneous clinical phenotype that emerges from interactions among genetic, biological, neurodevelopmental, and psychosocial factors. In the present family study, we evaluated the familial aggregation of key clinical, personality, and neurodevelopmental phenotypes in probands with BPD ( n = 103), first-degree biological relatives ( n = 74; 43% without a history of psychiatric disorder), and non-psychiatric controls ( n = 99). Methods Participants were assessed on DSM-IV psychiatric diagnoses, symptom dimensions of emotion dysregulation and impulsivity, ‘big five’ personality traits, and neurodevelopmental characteristics, as part of a larger family study on neurocognitive, biological, and genetic markers in BPD. Results The most common psychiatric diagnoses in probands and relatives were major depression, substance use disorders, post-traumatic stress disorder, anxiety disorders, and avoidant personality disorder. There was evidence of familial aggregation for specific dimensions of impulsivity and emotion dysregulation, and the big five traits neuroticism and conscientiousness. Both probands and relatives reported an elevated neurodevelopmental history of attentional and behavioral difficulties. Conclusions These results support the validity of negative affectivity- and impulse-spectrum phenotypes associated with BPD and its familial risk. Further research is needed to investigate the aggregation of neurocognitive, neural and genetic factors in families with BPD and their associations with core phenotypes underlying the disorder.",2281014384, Journal Article,2019
Maternal antenatal daytime sleepiness and child neuropsychiatric and neurocognitive development,"Background The prevalence of sleep problems among pregnant women is over 50%, and daytime sleepiness is among the most common sleep problems. Previous studies have associated antenatal sleep problems with adverse maternal health and neonatal outcomes, but the consequences of antenatal sleep problems and particularly daytime sleepiness on child psychological development have not been assessed prospectively. Methods In this prospective cohort study including 111 mother-child dyads, we examined the associations of maternal daytime sleepiness during pregnancy, assessed at 17 and 28 weeks of gestation using the Epworth Sleepiness Scale, with child neuropsychiatric problems and neuropsychological development, assessed with mother-rated questionnaires and individually administered neuropsychological tests, at child age 2.6–5.7 years (mean = 4.3 years). Results Independently of sociodemographic and perinatal covariates and maternal depressive and anxiety symptoms during and/or after pregnancy, maternal antenatal daytime sleepiness was associated with increased total [unstandardized regression coefficient ( B ) = 0.25 standard deviation ( s.d. ) units; 95% confidence interval (CI) 0.01–0.48] and internalizing ( B = 0.25 s.d. s: 95% CI 0.01–0.49) psychiatric problems and ADHD symptoms ( B = 0.27 s.d. s: 95% CI 0.04–0.50) in children, and with poorer executive function, particularly in the areas of attention, working memory and inhibitory control ( B = −0.39 s.d. s: 95% CI −0.69 to −0.10). Conclusions Maternal antenatal daytime sleepiness carries adverse consequences for offspring psychological development. The assessment of sleep problems may be an important addition to standard antenatal care.",2281014281, Journal Article,2019
Individualized prediction of dispositional worry using white matter connectivity,"Background Excessive worry is a defining feature of generalized anxiety disorder and is present in a wide range of other psychiatric conditions. Therefore, individualized predictions of worry propensity could be highly relevant in clinical practice, with respect to the assessment of worry symptom severity at the individual level. Methods We applied a multivariate machine learning approach to predict dispositional worry based on microstructural integrity of white matter (WM) tracts. Results We demonstrated that the machine learning model was able to decode individual dispositional worry scores from microstructural properties in widely distributed WM tracts (mean absolute error = 10.46, p &lt; 0.001; root mean squared error = 12.82, p &lt; 0.001; prediction R 2 = 0.17, p &lt; 0.001). WM tracts that contributed to worry prediction included the posterior limb of internal capsule, anterior corona radiate, and cerebral peduncle, as well as the corticolimbic pathways (e.g. uncinate fasciculus, cingulum, and fornix) already known to be critical for emotion processing and regulation. Conclusions The current work thus elucidates potential neuromarkers for clinical assessment of worry symptoms across a wide range of psychiatric disorders. In addition, the identification of widely distributed pathways underlying worry propensity serves to better improve the understanding of the neurobiological mechanisms associated with worry.",2281014274, Journal Article,2019
Trauma-associated anterior cingulate connectivity during reward learning predicts affective and anxiety states in young adults,"Background Trauma exposure is associated with development of depression and anxiety; yet, some individuals are resilient to these trauma-associated effects. Differentiating mechanisms underlying development of negative affect and resilience following trauma is critical for developing effective interventions. One pathway through which trauma could exert its effects on negative affect is reward-learning networks. In this study, we examined relationships among lifetime trauma, reward-learning network function, and emotional states in young adults. Methods One hundred eleven young adults self-reported trauma and emotional states and underwent functional magnetic resonance imaging during a monetary reward task. Trauma-associated neural activation and functional connectivity were analyzed during reward prediction error (RPE). Relationships between trauma-associated neural functioning and affective and anxiety symptoms were examined. Results Number of traumatic events was associated with greater ventral anterior cingulate cortex (vACC) activation, and lower vACC connectivity with the right insula, frontopolar, inferior parietal, and temporoparietal regions, during RPE. Lower trauma-associated vACC connectivity with frontoparietal regions implicated in regulatory and decision-making processes was associated with heightened affective and anxiety symptoms; lower vACC connectivity with insular regions implicated in interoception was associated with lower affective and anxiety symptoms. Conclusions In a young adult sample, two pathways linked the impact of trauma on reward-learning networks with higher v. lower negative affective and anxiety symptoms. The disconnection between vACC and regions implicated in decision-making and self-referential processes may reflect aberrant regulatory but appropriate self-focused mechanisms, respectively, conferring risk for v. resilience against negative affective and anxiety symptoms.",2262606313, Journal Article,2019
"Reasoning bias, working memory performance and a transdiagnostic phenotype of affective disturbances and psychotic experiences in the general population","Background The jumping to conclusions (JTC) reasoning bias and decreased working memory performance (WMP) are associated with psychosis, but associations with affective disturbances (i.e. depression, anxiety, mania) remain inconclusive. Recent findings also suggest a transdiagnostic phenotype of co-occurring affective disturbances and psychotic experiences (PEs). This study investigated whether JTC bias and decreased WMP are associated with co-occurring affective disturbances and PEs. Methods Data were derived from the second Netherlands Mental Health Survey and Incidence Study (NEMESIS-2). Trained interviewers administered the Composite International Diagnostic Interview (CIDI) at three time points in a general population sample ( N = 4618). The beads and digit-span task were completed to assess JTC bias and WMP, respectively. CIDI was used to measure affective disturbances and an add-on instrument to measure PEs. Results Compared to individuals with neither affective disturbances nor PEs, the JTC bias was more likely to occur in individuals with co-occurring affective disturbances and PEs [moderate psychosis (1–2 PEs): adjusted relative risk ratio (RRR) 1.17, 95% CI 0.98–1.41; and high psychosis (3 or more PEs or psychosis-related help-seeking behaviour): adjusted RRR 1.57, 95% CI 1.19–2.08], but not with affective disturbances and PEs alone, whereas decreased WMP was more likely in all groups. There was some evidence of a dose–response relationship, as JTC bias and decreased WMP were more likely in individuals with affective disturbances as the level of PEs increased or help-seeking behaviour was reported. Conclusion The findings suggest that JTC bias and decreased WMP may contribute to a transdiagnostic phenotype of co-occurring affective disturbances and PEs.",2262605680, Journal Article,2019
Trajectories of psychiatric diagnoses and medication usage in youth with 22q11.2 deletion syndrome: a 9-year longitudinal study,"Background Chromosome 22q11.2 deletion syndrome (22q11DS) is associated with high rates of psychiatric disorders, including schizophrenia in up to 30% of individuals with the syndrome. Despite this, we know relatively little about trajectories and predictors of persistence of psychiatric disorders from middle childhood to early adulthood. Accordingly, we followed youth over four timepoints, every 3 years, to assess long-term trajectories of attention-deficit hyperactivity disorder (ADHD), anxiety, mood, and psychosis-spectrum disorders (PSDs), as well as medication usage. Methods Eighty-seven youth with 22q11DS and 65 controls between the ages of 9 and 15 years at the first timepoint (T1; mean age 11.88 ± 2.1) were followed for 9 years (mean age of 21.22 ± 2.01 years at T4). Baseline cognitive, clinical, and familial predictors of persistence were identified for each class of psychiatric disorders. Results Baseline age and parent-rated hyperactivity scores predicted ADHD persistence [area under curve (AUC) = 0.81]. The presence of family conflict predicted persistence of anxiety disorders (ADs) whereas parent ratings of child internalizing symptoms predicted persistence of both anxiety and mood disorders (MDs) (AUC = 0.84 and 0.83, respectively). Baseline prodromal symptoms predicted persistent and emergent PSDs (AUC = 0.83). Parent-reported use of anti-depressants/anxiolytics increased significantly from T1 to T4. Conclusions Psychiatric, behavioral, and cognitive functioning during late childhood and early adolescence successfully predicted children with 22q11DS who were at highest risk for persistent psychiatric illness in young adulthood. These findings emphasize the critical importance of early assessments and interventions in youth with 22q11DS.",2262603238, Journal Article,2019
"Longitudinal association between trust, psychological symptoms and community engagement in resettled refugees","Background The mental health and social functioning of millions of forcibly displaced individuals worldwide represents a key public health priority for host governments. This is the first longitudinal study with a representative sample to examine the impact of interpersonal trust and psychological symptoms on community engagement in refugees. Methods Participants were 1894 resettled refugees, assessed within 6 months of receiving a permanent visa in Australia, and again 2–3 years later. Variables measured included post-traumatic stress disorder symptoms, depression/anxiety symptoms, interpersonal trust and engagement with refugees’ own and other communities. Results A multilevel path analysis was conducted, with the final model evidencing good fit (Comparative Fit Index = 0.97, Tucker–Lewis Index = 0.89, Root Mean Square Error of Approximation = 0.05, Standardized Root-Mean-Square-Residual = 0.05). Findings revealed that high levels of depression symptoms were associated with lower subsequent engagement with refugees’ own communities. In contrast, low levels of interpersonal trust were associated with lower engagement with the host community over the same timeframe. Conclusions Findings point to differential pathways to social engagement in the medium-term post-resettlement. Results indicate that depression symptoms are linked to reduced engagement with one's own community, while interpersonal trust is implicated in engagement with the broader community in the host country. These findings have potentially important implications for policy and clinical practice, suggesting that clinical and support services should target psychological symptoms and interpersonal processes when fostering positive adaptation in resettled refugees.",2280495662, Journal Article,2019
Depression and cause-specific mortality in an ethnically diverse cohort from the UK: 8-year prospective study,"Background Depression is associated with increased mortality, however, little is known about its variation by ethnicity. Methods We conducted a cohort study of individuals with ICD-10 unipolar depression from secondary mental healthcare, from an ethnically diverse location in southeast London, followed for 8 years (2007–2014) linked to death certificates. Age- and sex- standardised mortality ratios (SMRs), with the population of England and Wales as a standard population were derived. Hazard ratios (HRs) for mortality were derived through multivariable regression procedures. Results Data from 20 320 individuals contributing 91 635 person-years at risk with 2366 deaths were used for analyses. SMR for all-cause mortality in depression was 2.55(95% CI 2.45–2.65), with similar trends by ethnicity. Within the cohort with unipolar depression, adjusted HR (aHRs) for all-cause mortality in ethnic minority groups relative to the White British group were 0.62(95% CI 0.53–0.74) (Black Caribbean), 0.53(95% CI 0.39–0.72) (Black African) and 0.69(95% CI 0.52–0.90) (South Asian). Male sex and alcohol/substance misuse were associated with an increased all-cause mortality risk [aHR:1.94 (95% CI 1.68–2.24) and aHR:1.18 (95% CI 1.01–1.37) respectively], whereas comorbid anxiety was associated with a decreased risk [aHR: 0.72(95% CI 0.58–0.89)]. Similar associations were noted for natural-cause mortality. Alcohol/substance misuse and male sex were associated with a near-doubling in unnatural-cause mortality risk, whereas Black Caribbean individuals with depression had a reduced unnatural-cause mortality risk, relative to White British people with depression. Conclusions Although individuals with depression experience an increased mortality risk, marked heterogeneity exists by ethnicity. Research and practice should focus on addressing tractable causes underlying increased mortality in depression.",2280492814, Journal Article,2019
